CD_STAT_SECTOR,CD_TYPE_FR_RENAMED,MS_TRANSACTIONS
91034A042,all houses,79
91034A042,apartments,68
91034A052,2-3 facades house,1
91034A052,4 or + facades house,12
91034A052,all houses,13
91034A062,4 or + facades house,23
91034A062,all houses,23
91034A091,2-3 facades house,2
91034A091,4 or + facades house,14
91034A091,all houses,16
91034A0AA,2-3 facades house,2
91034A0AA,4 or + facades house,2
91034A0AA,all houses,4
91034A0AA,apartments,2
91034A0PA,2-3 facades house,1
91034A0PA,4 or + facades house,5
91034A0PA,all houses,6
91034A0PA,apartments,7
91034A10-,2-3 facades house,19
91034A10-,4 or + facades house,10
91034A10-,all houses,29
91034A19-,4 or + facades house,4
91034A19-,all houses,4
91034A201,2-3 facades house,28
91034A201,4 or + facades house,2
91034A201,all houses,30
91034A201,apartments,50
91034A21-,2-3 facades house,9
91034A21-,4 or + facades house,19
91034A21-,all houses,28
91034A22-,2-3 facades house,8
91034A22-,4 or + facades house,8
91034A22-,all houses,16
91034A232,2-3 facades house,54
91034A232,4 or + facades house,37
91034A232,all houses,91
91034A243,4 or + facades house,6
91034A243,all houses,6
91034A252,2-3 facades house,2
91034A252,4 or + facades house,17
91034A252,all houses,19
91034A281,4 or + facades house,6
91034A281,all houses,6
91034A290,4 or + facades house,3
91034A290,all houses,3
91034A309,2-3 facades house,46
91034A309,4 or + facades house,23
91034A309,all houses,69
91034A309,apartments,21
91034A399,4 or + facades house,1
91034A399,all houses,1
91034A400,2-3 facades house,12
91034A400,all houses,12
91034A400,apartments,43
91034A421,2-3 facades house,19
91034A421,4 or + facades house,4
91034A421,all houses,23
91034A421,apartments,9
91034A432,2-3 facades house,6
91034A432,4 or + facades house,18
91034A432,all houses,24
91034A442,4 or + facades house,24
91034A442,all houses,24
91034A442,apartments,3
91034A491,2-3 facades house,10
91034A491,4 or + facades house,10
91034A491,all houses,20
91034A491,apartments,3
91034A500,2-3 facades house,77
91034A500,4 or + facades house,4
91034A500,all houses,81
91034A500,apartments,22
91034A590,2-3 facades house,4
91034A590,4 or + facades house,10
91034A590,all houses,14
91034A60-,2-3 facades house,63
91034A60-,4 or + facades house,2
91034A60-,all houses,65
91034A60-,apartments,24
91034A61-,2-3 facades house,12
91034A61-,4 or + facades house,2
91034A61-,all houses,14
91034A623,2-3 facades house,20
91034A623,4 or + facades house,8
91034A623,all houses,28
91034A623,apartments,5
91034A69-,4 or + facades house,7
91034A69-,all houses,7
91034A800,2-3 facades house,4
91034A800,4 or + facades house,2
91034A800,all houses,6
91034B000,2-3 facades house,8
91034B000,4 or + facades house,5
91034B000,all houses,13
91034B09-,4 or + facades house,4
91034B09-,all houses,4
91034B100,2-3 facades house,9
91034B100,4 or + facades house,26
91034B100,all houses,35
91034B190,4 or + facades house,1
91034B190,all houses,1
91034B20-,2-3 facades house,5
91034B20-,4 or + facades house,6
91034B20-,all houses,11
91034B29-,2-3 facades house,2
91034B29-,4 or + facades house,1
91034B29-,all houses,3
91034C00-,2-3 facades house,25
91034C00-,4 or + facades house,8
91034C00-,all houses,33
91034C09-,2-3 facades house,4
91034C09-,4 or + facades house,5
91034C09-,all houses,9
91034D00-,2-3 facades house,19
91034D00-,4 or + facades house,10
91034D00-,all houses,29
91034D00-,apartments,41
91034D090,4 or + facades house,8
91034D090,all houses,8
91034D112,2-3 facades house,2
91034D112,4 or + facades house,6
91034D112,all houses,8
91034D191,4 or + facades house,4
91034D191,all houses,4
91034D20-,2-3 facades house,10
91034D20-,4 or + facades house,5
91034D20-,all houses,15
91034D292,2-3 facades house,1
91034D292,all houses,1
91034D393,2-3 facades house,3
91034D393,4 or + facades house,3
91034D393,all houses,6
91034E00-,2-3 facades house,10
91034E00-,4 or + facades house,6
91034E00-,all houses,16
91034E10-,2-3 facades house,4
91034E10-,4 or + facades house,3
91034E10-,all houses,7
91034F00-,2-3 facades house,6
91034F00-,4 or + facades house,14
91034F00-,all houses,20
91034F00-,apartments,8
91034F09-,4 or + facades house,1
91034F09-,all houses,1
91034G00-,2-3 facades house,9
91034G00-,4 or + facades house,18
91034G00-,all houses,27
91034G09-,2-3 facades house,4
91034G09-,4 or + facades house,5
91034G09-,all houses,9
91034H00-,2-3 facades house,37
91034H00-,4 or + facades house,21
91034H00-,all houses,58
91034H00-,apartments,6
91034H09-,2-3 facades house,2
91034H09-,4 or + facades house,2
91034H09-,all houses,4
91034_UNKNOWN,2-3 facades house,11
91034_UNKNOWN,4 or + facades house,12
91034_UNKNOWN,all houses,23
91034_UNKNOWN,apartments,2
91054A001,2-3 facades house,47
91054A001,4 or + facades house,14
91054A001,all houses,61
91054A001,apartments,9
91054A012,2-3 facades house,4
91054A012,4 or + facades house,9
91054A012,all houses,13
91054A090,2-3 facades house,1
91054A090,4 or + facades house,22
91054A090,all houses,23
91054A100,4 or + facades house,12
91054A100,all houses,12
91054A190,4 or + facades house,1
91054A190,all houses,1
91054A29-,4 or + facades house,1
91054A29-,all houses,1
91054B000,2-3 facades house,20
91054B000,4 or + facades house,30
91054B000,all houses,50
91054B000,apartments,4
91054B090,4 or + facades house,13
91054B090,all houses,13
91054C00-,2-3 facades house,11
91054C00-,4 or + facades house,9
91054C00-,all houses,20
91054C09-,2-3 facades house,4
91054C09-,4 or + facades house,9
91054C09-,all houses,13
91054C19-,4 or + facades house,1
91054C19-,all houses,1
91054D00-,2-3 facades house,21
91054D00-,4 or + facades house,21
91054D00-,all houses,42
91054D09-,4 or + facades house,6
91054D09-,all houses,6
91054E000,2-3 facades house,52
91054E000,4 or + facades house,13
91054E000,all houses,65
91054E000,apartments,2
91054E090,2-3 facades house,1
91054E090,4 or + facades house,14
91054E090,all houses,15
91054F00-,2-3 facades house,29
91054F00-,4 or + facades house,2
91054F00-,all houses,31
91054F09-,2-3 facades house,3
91054F09-,4 or + facades house,8
91054F09-,all houses,11
91054G00-,2-3 facades house,10
91054G00-,4 or + facades house,5
91054G00-,all houses,15
91054G09-,2-3 facades house,1
91054G09-,4 or + facades house,2
91054G09-,all houses,3
91054H00-,2-3 facades house,4
91054H00-,4 or + facades house,5
91054H00-,all houses,9
91054H09-,4 or + facades house,14
91054H09-,all houses,14
91054J00-,2-3 facades house,35
91054J00-,4 or + facades house,25
91054J00-,all houses,60
91054J062,2-3 facades house,21
91054J062,4 or + facades house,39
91054J062,all houses,60
91054J062,apartments,1
91054J091,2-3 facades house,6
91054J091,4 or + facades house,13
91054J091,all houses,19
91054J163,4 or + facades house,27
91054J163,all houses,27
91054K00-,2-3 facades house,8
91054K00-,4 or + facades house,10
91054K00-,all houses,18
91054K09-,4 or + facades house,9
91054K09-,all houses,9
91054K19-,2-3 facades house,1
91054K19-,all houses,1
91054L000,2-3 facades house,6
91054L000,4 or + facades house,9
91054L000,all houses,15
91054L090,4 or + facades house,11
91054L090,all houses,11
91054M000,2-3 facades house,6
91054M000,4 or + facades house,11
91054M000,all houses,17
91054M090,2-3 facades house,1
91054M090,4 or + facades house,31
91054M090,all houses,32
91054_UNKNOWN,2-3 facades house,10
91054_UNKNOWN,4 or + facades house,10
91054_UNKNOWN,all houses,20
91059A00-,2-3 facades house,15
91059A00-,4 or + facades house,34
91059A00-,all houses,49
91059A01-,2-3 facades house,11
91059A01-,4 or + facades house,13
91059A01-,all houses,24
91059A09-,2-3 facades house,8
91059A09-,4 or + facades house,36
91059A09-,all houses,44
91059A100,2-3 facades house,6
91059A100,4 or + facades house,19
91059A100,all houses,25
91059A190,2-3 facades house,2
91059A190,4 or + facades house,5
91059A190,all houses,7
91059B001,2-3 facades house,12
91059B001,4 or + facades house,15
91059B001,all houses,27
91059B012,2-3 facades house,2
91059B012,4 or + facades house,28
91059B012,all houses,30
91059B090,2-3 facades house,1
91059B090,4 or + facades house,8
91059B090,all houses,9
91059B100,2-3 facades house,4
91059B100,4 or + facades house,5
91059B100,all houses,9
91059B190,2-3 facades house,3
91059B190,4 or + facades house,14
91059B190,all houses,17
91059C00-,2-3 facades house,3
91059C00-,4 or + facades house,4
91059C00-,all houses,7
91059C01-,2-3 facades house,6
91059C01-,4 or + facades house,16
91059C01-,all houses,22
91059C09-,2-3 facades house,2
91059C09-,4 or + facades house,7
91059C09-,all houses,9
91059D00-,2-3 facades house,5
91059D00-,4 or + facades house,11
91059D00-,all houses,16
91059D09-,4 or + facades house,2
91059D09-,all houses,2
91059E00-,2-3 facades house,7
91059E00-,4 or + facades house,20
91059E00-,all houses,27
91059E00-,apartments,8
91059E091,2-3 facades house,1
91059E091,4 or + facades house,2
91059E091,all houses,3
91059E100,2-3 facades house,1
91059E100,4 or + facades house,7
91059E100,all houses,8
91059E190,4 or + facades house,1
91059E190,all houses,1
91059E20-,2-3 facades house,4
91059E20-,4 or + facades house,5
91059E20-,all houses,9
91059E29-,2-3 facades house,5
91059E29-,4 or + facades house,4
91059E29-,all houses,9
91059E29-,apartments,4
91059F00-,2-3 facades house,25
91059F00-,4 or + facades house,54
91059F00-,all houses,79
91059F00-,apartments,1
91059F01-,2-3 facades house,20
91059F01-,4 or + facades house,12
91059F01-,all houses,32
91059F022,2-3 facades house,2
91059F022,4 or + facades house,15
91059F022,all houses,17
91059F091,2-3 facades house,1
91059F091,4 or + facades house,16
91059F091,all houses,17
91059F19-,2-3 facades house,1
91059F19-,4 or + facades house,3
91059F19-,all houses,4
91059F29-,2-3 facades house,5
91059F29-,4 or + facades house,4
91059F29-,all houses,9
91059G00-,2-3 facades house,12
91059G00-,4 or + facades house,12
91059G00-,all houses,24
91059G091,4 or + facades house,5
91059G091,all houses,5
91059G10-,2-3 facades house,12
91059G10-,4 or + facades house,22
91059G10-,all houses,34
91059G10-,apartments,3
91059G112,4 or + facades house,7
91059G112,all houses,7
91059G1PP,4 or + facades house,3
91059G1PP,all houses,3
91059_UNKNOWN,2-3 facades house,9
91059_UNKNOWN,4 or + facades house,16
91059_UNKNOWN,all houses,25
91064A00-,2-3 facades house,55
91064A00-,4 or + facades house,22
91064A00-,all houses,77
91064A01-,2-3 facades house,17
91064A01-,4 or + facades house,23
91064A01-,all houses,40
91064A02-,2-3 facades house,1
91064A02-,4 or + facades house,5
91064A02-,all houses,6
91064A032,2-3 facades house,4
91064A032,4 or + facades house,19
91064A032,all houses,23
91064A043,2-3 facades house,7
91064A043,4 or + facades house,4
91064A043,all houses,11
91064A091,2-3 facades house,2
91064A091,4 or + facades house,15
91064A091,all houses,17
91064A091,apartments,2
91064A10-,2-3 facades house,3
91064A10-,4 or + facades house,4
91064A10-,all houses,7
91064B00-,2-3 facades house,1
91064B00-,4 or + facades house,2
91064B00-,all houses,3
91064C00-,2-3 facades house,9
91064C00-,4 or + facades house,25
91064C00-,all houses,34
91064C090,4 or + facades house,5
91064C090,all houses,5
91064D000,2-3 facades house,7
91064D000,4 or + facades house,9
91064D000,all houses,16
91064D090,2-3 facades house,2
91064D090,4 or + facades house,2
91064D090,all houses,4
91064D10-,2-3 facades house,3
91064D10-,4 or + facades house,7
91064D10-,all houses,10
91064D10-,apartments,4
91064D19-,4 or + facades house,3
91064D19-,all houses,3
91064D29-,2-3 facades house,1
91064D29-,4 or + facades house,2
91064D29-,all houses,3
91064E00-,2-3 facades house,5
91064E00-,4 or + facades house,4
91064E00-,all houses,9
91064E09-,4 or + facades house,1
91064E09-,all houses,1
91064E10-,2-3 facades house,6
91064E10-,4 or + facades house,7
91064E10-,all houses,13
91064E19-,2-3 facades house,2
91064E19-,4 or + facades house,7
91064E19-,all houses,9
91064F00-,2-3 facades house,8
91064F00-,4 or + facades house,11
91064F00-,all houses,19
91064F09-,2-3 facades house,1
91064F09-,4 or + facades house,1
91064F09-,all houses,2
91064F19-,2-3 facades house,2
91064F19-,4 or + facades house,4
91064F19-,all houses,6
91064G00-,2-3 facades house,6
91064G00-,4 or + facades house,14
91064G00-,all houses,20
91064G09-,2-3 facades house,1
91064G09-,4 or + facades house,7
91064G09-,all houses,8
91064H00-,2-3 facades house,17
91064H00-,4 or + facades house,22
91064H00-,all houses,39
91064H09-,2-3 facades house,4
91064H09-,4 or + facades house,10
91064H09-,all houses,14
91064H10-,4 or + facades house,4
91064H10-,all houses,4
91064J00-,2-3 facades house,2
91064J00-,4 or + facades house,1
91064J00-,all houses,3
91064J09-,2-3 facades house,1
91064J09-,4 or + facades house,3
91064J09-,all houses,4
91064J10-,2-3 facades house,2
91064J10-,4 or + facades house,7
91064J10-,all houses,9
91064J10-,apartments,2
91064J19-,4 or + facades house,2
91064J19-,all houses,2
91064J20-,4 or + facades house,1
91064J20-,all houses,1
91064J30-,2-3 facades house,1
91064J30-,4 or + facades house,9
91064J30-,all houses,10
91064J3PN,2-3 facades house,2
91064J3PN,4 or + facades house,9
91064J3PN,all houses,11
91064J40-,2-3 facades house,5
91064J40-,4 or + facades house,5
91064J40-,all houses,10
91064J49-,2-3 facades house,1
91064J49-,4 or + facades house,5
91064J49-,all houses,6
91064_UNKNOWN,2-3 facades house,5
91064_UNKNOWN,4 or + facades house,6
91064_UNKNOWN,all houses,11
91072A000,2-3 facades house,37
91072A000,4 or + facades house,31
91072A000,all houses,68
91072A000,apartments,3
91072A01-,2-3 facades house,9
91072A01-,4 or + facades house,20
91072A01-,all houses,29
91072A01-,apartments,5
91072A060,4 or + facades house,2
91072A060,all houses,2
91072A090,4 or + facades house,7
91072A090,all houses,7
91072A20-,2-3 facades house,5
91072A20-,4 or + facades house,3
91072A20-,all houses,8
91072A29-,4 or + facades house,2
91072A29-,all houses,2
91072B00-,2-3 facades house,17
91072B00-,4 or + facades house,24
91072B00-,all houses,41
91072B062,4 or + facades house,15
91072B062,all houses,15
91072B08-,2-3 facades house,2
91072B08-,4 or + facades house,4
91072B08-,all houses,6
91072B091,2-3 facades house,2
91072B091,4 or + facades house,3
91072B091,all houses,5
91072C00-,2-3 facades house,6
91072C00-,4 or + facades house,10
91072C00-,all houses,16
91072C09-,4 or + facades house,2
91072C09-,all houses,2
91072D00-,2-3 facades house,13
91072D00-,4 or + facades house,8
91072D00-,all houses,21
91072D012,4 or + facades house,3
91072D012,all houses,3
91072D091,2-3 facades house,1
91072D091,4 or + facades house,7
91072D091,all houses,8
91072E00-,2-3 facades house,41
91072E00-,4 or + facades house,14
91072E00-,all houses,55
91072E00-,apartments,11
91072E012,4 or + facades house,3
91072E012,all houses,3
91072E091,2-3 facades house,2
91072E091,4 or + facades house,3
91072E091,all houses,5
91072E10-,2-3 facades house,1
91072E10-,all houses,1
91072E19-,4 or + facades house,1
91072E19-,all houses,1
91072F000,2-3 facades house,14
91072F000,4 or + facades house,19
91072F000,all houses,33
91072F000,apartments,2
91072F090,4 or + facades house,2
91072F090,all houses,2
91072F19-,4 or + facades house,4
91072F19-,all houses,4
91072G00-,2-3 facades house,5
91072G00-,4 or + facades house,18
91072G00-,all houses,23
91072G00-,apartments,2
91072G012,4 or + facades house,7
91072G012,all houses,7
91072G091,2-3 facades house,1
91072G091,all houses,1
91072G10-,4 or + facades house,4
91072G10-,all houses,4
91072G19-,4 or + facades house,1
91072G19-,all houses,1
91072G20-,2-3 facades house,8
91072G20-,4 or + facades house,6
91072G20-,all houses,14
91072G291,2-3 facades house,1
91072G291,4 or + facades house,2
91072G291,all houses,3
91072G30-,2-3 facades house,2
91072G30-,4 or + facades house,3
91072G30-,all houses,5
91072G362,2-3 facades house,53
91072G362,all houses,53
91072G362,apartments,1
91072G39-,4 or + facades house,3
91072G39-,all houses,3
91072H00-,2-3 facades house,8
91072H00-,4 or + facades house,9
91072H00-,all houses,17
91072H09-,4 or + facades house,2
91072H09-,all houses,2
91072H100,2-3 facades house,2
91072H100,4 or + facades house,8
91072H100,all houses,10
91072H190,4 or + facades house,2
91072H190,all houses,2
91072J00-,2-3 facades house,4
91072J00-,4 or + facades house,13
91072J00-,all houses,17
91072J012,4 or + facades house,11
91072J012,all houses,11
91072J091,4 or + facades house,3
91072J091,all houses,3
91072J10-,2-3 facades house,1
91072J10-,4 or + facades house,8
91072J10-,all houses,9
91072J200,2-3 facades house,2
91072J200,4 or + facades house,5
91072J200,all houses,7
91072J290,4 or + facades house,1
91072J290,all houses,1
91072K00-,2-3 facades house,31
91072K00-,4 or + facades house,29
91072K00-,all houses,60
91072K012,2-3 facades house,1
91072K012,4 or + facades house,12
91072K012,all houses,13
91072K023,4 or + facades house,5
91072K023,all houses,5
91072K064,4 or + facades house,1
91072K064,all houses,1
91072K091,4 or + facades house,1
91072K091,all houses,1
91072_UNKNOWN,2-3 facades house,6
91072_UNKNOWN,4 or + facades house,4
91072_UNKNOWN,all houses,10
91072_UNKNOWN,apartments,2
91103A000,2-3 facades house,25
91103A000,4 or + facades house,28
91103A000,all houses,53
91103A062,4 or + facades house,20
91103A062,all houses,20
91103A091,2-3 facades house,2
91103A091,4 or + facades house,9
91103A091,all houses,11
91103A199,2-3 facades house,1
91103A199,all houses,1
91103B00-,2-3 facades house,6
91103B00-,4 or + facades house,4
91103B00-,all houses,10
91103B012,2-3 facades house,2
91103B012,4 or + facades house,6
91103B012,all houses,8
91103C00-,2-3 facades house,7
91103C00-,4 or + facades house,5
91103C00-,all houses,12
91103C09-,4 or + facades house,2
91103C09-,all houses,2
91103C10-,2-3 facades house,9
91103C10-,4 or + facades house,5
91103C10-,all houses,14
91103C162,4 or + facades house,11
91103C162,all houses,11
91103C191,4 or + facades house,7
91103C191,all houses,7
91103C191,apartments,7
91103D00-,2-3 facades house,1
91103D00-,4 or + facades house,1
91103D00-,all houses,2
91103D09-,4 or + facades house,1
91103D09-,all houses,1
91103D10-,2-3 facades house,2
91103D10-,4 or + facades house,6
91103D10-,all houses,8
91103D20-,2-3 facades house,1
91103D20-,4 or + facades house,1
91103D20-,all houses,2
91103E00-,2-3 facades house,31
91103E00-,4 or + facades house,9
91103E00-,all houses,40
91103E09-,2-3 facades house,1
91103E09-,4 or + facades house,11
91103E09-,all houses,12
91103E102,2-3 facades house,6
91103E102,4 or + facades house,3
91103E102,all houses,9
91103E191,4 or + facades house,3
91103E191,all houses,3
91103F000,2-3 facades house,18
91103F000,4 or + facades house,20
91103F000,all houses,38
91103F062,4 or + facades house,2
91103F062,all houses,2
91103F091,2-3 facades house,5
91103F091,4 or + facades house,10
91103F091,all houses,15
91103G00-,2-3 facades house,19
91103G00-,4 or + facades house,1
91103G00-,all houses,20
91103G012,4 or + facades house,11
91103G012,all houses,11
91103G091,2-3 facades house,2
91103G091,all houses,2
91103_UNKNOWN,2-3 facades house,3
91103_UNKNOWN,4 or + facades house,5
91103_UNKNOWN,all houses,8
91114A00-,2-3 facades house,55
91114A00-,4 or + facades house,6
91114A00-,all houses,61
91114A00-,apartments,39
91114A01-,2-3 facades house,60
91114A01-,4 or + facades house,20
91114A01-,all houses,80
91114A01-,apartments,21
91114A02-,2-3 facades house,47
91114A02-,4 or + facades house,11
91114A02-,all houses,58
91114A02-,apartments,3
91114A030,2-3 facades house,32
91114A030,4 or + facades house,28
91114A030,all houses,60
91114A030,apartments,26
91114A040,2-3 facades house,6
91114A040,4 or + facades house,32
91114A040,all houses,38
91114A040,apartments,6
91114A05-,2-3 facades house,1
91114A05-,4 or + facades house,25
91114A05-,all houses,26
91114A062,4 or + facades house,3
91114A062,all houses,3
91114A081,4 or + facades house,2
91114A081,all houses,2
91114A090,4 or + facades house,1
91114A090,all houses,1
91114A100,4 or + facades house,11
91114A100,all houses,11
91114A100,apartments,4
91114A190,2-3 facades house,1
91114A190,4 or + facades house,2
91114A190,all houses,3
91114A200,2-3 facades house,34
91114A200,4 or + facades house,37
91114A200,all houses,71
91114A272,4 or + facades house,1
91114A272,all houses,1
91114A291,2-3 facades house,1
91114A291,4 or + facades house,5
91114A291,all houses,6
91114B00-,2-3 facades house,85
91114B00-,4 or + facades house,6
91114B00-,all houses,91
91114B00-,apartments,15
91114B010,2-3 facades house,21
91114B010,4 or + facades house,4
91114B010,all houses,25
91114B020,2-3 facades house,76
91114B020,4 or + facades house,39
91114B020,all houses,115
91114B082,2-3 facades house,1
91114B082,4 or + facades house,1
91114B082,all houses,2
91114B082,apartments,30
91114B091,2-3 facades house,3
91114B091,4 or + facades house,19
91114B091,all houses,22
91114C000,2-3 facades house,11
91114C000,4 or + facades house,18
91114C000,all houses,29
91114C010,4 or + facades house,8
91114C010,all houses,8
91114C022,4 or + facades house,14
91114C022,all houses,14
91114C091,2-3 facades house,6
91114C091,4 or + facades house,5
91114C091,all houses,11
91114C10-,2-3 facades house,2
91114C10-,4 or + facades house,2
91114C10-,all houses,4
91114C200,2-3 facades house,6
91114C200,4 or + facades house,12
91114C200,all houses,18
91114C290,2-3 facades house,1
91114C290,4 or + facades house,2
91114C290,all houses,3
91114D00-,2-3 facades house,26
91114D00-,4 or + facades house,28
91114D00-,all houses,54
91114D00-,apartments,84
91114D010,2-3 facades house,5
91114D010,4 or + facades house,12
91114D010,all houses,17
91114D010,apartments,30
91114D022,4 or + facades house,16
91114D022,all houses,16
91114D091,2-3 facades house,1
91114D091,4 or + facades house,8
91114D091,all houses,9
91114E000,2-3 facades house,25
91114E000,4 or + facades house,20
91114E000,all houses,45
91114E000,apartments,6
91114E09-,2-3 facades house,1
91114E09-,4 or + facades house,2
91114E09-,all houses,3
91114E09-,apartments,1
91114F00-,2-3 facades house,6
91114F00-,4 or + facades house,5
91114F00-,all houses,11
91114F09-,4 or + facades house,9
91114F09-,all houses,9
91114F19-,4 or + facades house,5
91114F19-,all houses,5
91114G00-,2-3 facades house,12
91114G00-,4 or + facades house,3
91114G00-,all houses,15
91114G062,4 or + facades house,13
91114G062,all houses,13
91114G091,4 or + facades house,5
91114G091,all houses,5
91114G10-,4 or + facades house,1
91114G10-,all houses,1
91114H00-,2-3 facades house,20
91114H00-,4 or + facades house,6
91114H00-,all houses,26
91114H09-,2-3 facades house,2
91114H09-,4 or + facades house,9
91114H09-,all houses,11
91114H09-,apartments,1
91114J000,2-3 facades house,10
91114J000,4 or + facades house,21
91114J000,all houses,31
91114J090,4 or + facades house,3
91114J090,all houses,3
91114J10-,2-3 facades house,1
91114J10-,4 or + facades house,11
91114J10-,all houses,12
91114J19-,4 or + facades house,6
91114J19-,all houses,6
91114J29-,2-3 facades house,1
91114J29-,4 or + facades house,3
91114J29-,all houses,4
91114J39-,4 or + facades house,2
91114J39-,all houses,2
91114K00-,2-3 facades house,14
91114K00-,4 or + facades house,7
91114K00-,all houses,21
91114K00-,apartments,1
91114K09-,2-3 facades house,2
91114K09-,4 or + facades house,1
91114K09-,all houses,3
91114K100,2-3 facades house,1
91114K100,4 or + facades house,2
91114K100,all houses,3
91114K190,2-3 facades house,2
91114K190,4 or + facades house,3
91114K190,all houses,5
91114K200,4 or + facades house,5
91114K200,all houses,5
91114K290,4 or + facades house,14
91114K290,all houses,14
91114K30-,2-3 facades house,1
91114K30-,4 or + facades house,1
91114K30-,all houses,2
91114K39-,4 or + facades house,1
91114K39-,all houses,1
91114L000,2-3 facades house,6
91114L000,4 or + facades house,14
91114L000,all houses,20
91114L090,2-3 facades house,2
91114L090,4 or + facades house,5
91114L090,all houses,7
91114L102,4 or + facades house,7
91114L102,all houses,7
91114L20-,2-3 facades house,1
91114L20-,4 or + facades house,4
91114L20-,all houses,5
91114L29-,4 or + facades house,5
91114L29-,all houses,5
91114L30-,2-3 facades house,7
91114L30-,4 or + facades house,18
91114L30-,all houses,25
91114L30-,apartments,4
91114L392,4 or + facades house,1
91114L392,all houses,1
91114_UNKNOWN,2-3 facades house,11
91114_UNKNOWN,4 or + facades house,15
91114_UNKNOWN,all houses,26
91114_UNKNOWN,apartments,6
91120A00-,2-3 facades house,11
91120A00-,4 or + facades house,62
91120A00-,all houses,73
91120A00-,apartments,5
91120A062,4 or + facades house,12
91120A062,all houses,12
91120A091,2-3 facades house,6
91120A091,4 or + facades house,19
91120A091,all houses,25
91120A19-,2-3 facades house,3
91120A19-,4 or + facades house,9
91120A19-,all houses,12
91120A29-,4 or + facades house,1
91120A29-,all houses,1
91120A392,4 or + facades house,2
91120A392,all houses,2
91120A41-,4 or + facades house,6
91120A41-,all houses,6
91120A492,2-3 facades house,1
91120A492,4 or + facades house,2
91120A492,all houses,3
91120B000,2-3 facades house,15
91120B000,4 or + facades house,38
91120B000,all houses,53
91120B01-,4 or + facades house,24
91120B01-,all houses,24
91120B091,4 or + facades house,19
91120B091,all houses,19
91120B0AJ,2-3 facades house,8
91120B0AJ,4 or + facades house,257
91120B0AJ,all houses,265
91120C00-,2-3 facades house,4
91120C00-,4 or + facades house,17
91120C00-,all houses,21
91120C00-,apartments,6
91120C09-,4 or + facades house,3
91120C09-,all houses,3
91120C100,2-3 facades house,1
91120C100,4 or + facades house,2
91120C100,all houses,3
91120C162,4 or + facades house,16
91120C162,all houses,16
91120C191,4 or + facades house,12
91120C191,all houses,12
91120D00-,2-3 facades house,3
91120D00-,4 or + facades house,5
91120D00-,all houses,8
91120D091,4 or + facades house,1
91120D091,all houses,1
91120D112,4 or + facades house,8
91120D112,all houses,8
91120E000,4 or + facades house,5
91120E000,all houses,5
91120E091,4 or + facades house,1
91120E091,all houses,1
91120E0AJ,2-3 facades house,3
91120E0AJ,4 or + facades house,131
91120E0AJ,all houses,134
91120E113,4 or + facades house,1
91120E113,all houses,1
91120F00-,4 or + facades house,5
91120F00-,all houses,5
91120F01-,2-3 facades house,5
91120F01-,4 or + facades house,12
91120F01-,all houses,17
91120F09-,2-3 facades house,1
91120F09-,4 or + facades house,13
91120F09-,all houses,14
91120F19-,4 or + facades house,1
91120F19-,all houses,1
91120G00-,2-3 facades house,7
91120G00-,4 or + facades house,8
91120G00-,all houses,15
91120G09-,4 or + facades house,5
91120G09-,all houses,5
91120H00-,2-3 facades house,9
91120H00-,4 or + facades house,10
91120H00-,all houses,19
91120H01-,2-3 facades house,6
91120H01-,4 or + facades house,9
91120H01-,all houses,15
91120H06-,4 or + facades house,55
91120H06-,all houses,55
91120H091,2-3 facades house,1
91120H091,4 or + facades house,13
91120H091,all houses,14
91120H10-,2-3 facades house,1
91120H10-,4 or + facades house,2
91120H10-,all houses,3
91120H162,4 or + facades house,69
91120H162,all houses,69
91120H162,apartments,1
91120H191,2-3 facades house,1
91120H191,4 or + facades house,5
91120H191,all houses,6
91120H262,4 or + facades house,41
91120H262,all houses,41
91120J000,2-3 facades house,5
91120J000,4 or + facades house,3
91120J000,all houses,8
91120J090,4 or + facades house,8
91120J090,all houses,8
91120J10-,2-3 facades house,2
91120J10-,4 or + facades house,3
91120J10-,all houses,5
91120J110,2-3 facades house,3
91120J110,4 or + facades house,2
91120J110,all houses,5
91120J19-,2-3 facades house,5
91120J19-,4 or + facades house,5
91120J19-,all houses,10
91120_UNKNOWN,2-3 facades house,2
91120_UNKNOWN,4 or + facades house,13
91120_UNKNOWN,all houses,15
91120_UNKNOWN,apartments,1
91141A000,2-3 facades house,37
91141A000,4 or + facades house,6
91141A000,all houses,43
91141A01-,2-3 facades house,40
91141A01-,4 or + facades house,21
91141A01-,all houses,61
91141A01-,apartments,6
91141A02-,2-3 facades house,11
91141A02-,4 or + facades house,2
91141A02-,all houses,13
91141A03-,2-3 facades house,15
91141A03-,4 or + facades house,16
91141A03-,all houses,31
91141A03-,apartments,13
91141A04-,2-3 facades house,12
91141A04-,4 or + facades house,7
91141A04-,all houses,19
91141A052,4 or + facades house,15
91141A052,all houses,15
91141A052,apartments,4
91141A083,2-3 facades house,1
91141A083,4 or + facades house,12
91141A083,all houses,13
91141A091,2-3 facades house,3
91141A091,4 or + facades house,1
91141A091,all houses,4
91141A10-,2-3 facades house,38
91141A10-,4 or + facades house,14
91141A10-,all houses,52
91141A162,2-3 facades house,1
91141A162,4 or + facades house,187
91141A162,all houses,188
91141A191,2-3 facades house,2
91141A191,4 or + facades house,39
91141A191,all houses,41
91141A191,apartments,1
91141A200,2-3 facades house,1
