CD_STAT_SECTOR,MS_P50 (MEDIAN_PRICE),CD_YEAR,CD_TYPE_FR
38014A20-,270000.0,2023,Appartements
38014A21-,307000.0,2023,Appartements
38014A22-,327500.0,2023,Appartements
38014B10-,300000.0,2023,Appartements
38014B11-,412944.0,2023,Appartements
38016A10-,230000.0,2023,Appartements
38016A11-,282000.0,2023,Appartements
38016A42-,400000.0,2023,Appartements
41002A61-,207000.0,2023,Appartements
41002A64-,282500.0,2023,Appartements
41002A71-,201500.0,2023,Appartements
41002A884,140000.0,2023,Appartements
41018A00-,213500.0,2023,Appartements
41048A04-,245000.0,2023,Appartements
41081A00-,196500.0,2023,Appartements
42006A011,259421.0,2023,Appartements
43010A001,259000.0,2023,Appartements
44001A01-,250000.0,2023,Appartements
44011A000,205000.0,2023,Appartements
44021A01-,338500.0,2023,Appartements
44021A02-,470000.0,2023,Appartements
44021A05-,249500.0,2023,Appartements
44021A13-,350000.0,2023,Appartements
44021A20-,308500.0,2023,Appartements
44021A221,286000.0,2023,Appartements
44021A23-,370000.0,2023,Appartements
44021A24-,272000.0,2023,Appartements
44021A31-,334500.0,2023,Appartements
44021A321,405000.0,2023,Appartements
44021A35-,306250.0,2023,Appartements
44021A40-,330000.0,2023,Appartements
44021A45-,230000.0,2023,Appartements
44021A492,375000.0,2023,Appartements
44021A521,251500.0,2023,Appartements
44021A63-,297500.0,2023,Appartements
44021A711,292500.0,2023,Appartements
44021A722,310000.0,2023,Appartements
44021A731,285000.0,2023,Appartements
44021A742,325000.0,2023,Appartements
44021C710,154000.0,2023,Appartements
44021C811,250000.0,2023,Appartements
44021E00-,227000.0,2023,Appartements
44021E031,292500.0,2023,Appartements
44021E042,281875.0,2023,Appartements
44021G00-,262000.0,2023,Appartements
44021G200,324000.0,2023,Appartements
44021J100,275000.0,2023,Appartements
44021L02-,262000.0,2023,Appartements
44021L121,324500.0,2023,Appartements
44043A000,255000.0,2023,Appartements
44073A000,275000.0,2023,Appartements
45041A00-,216750.0,2023,Appartements
46003A112,265000.0,2023,Appartements
46003A301,250000.0,2023,Appartements
46014A042,252000.0,2023,Appartements
46021A001,155000.0,2023,Appartements
46021A011,235000.0,2023,Appartements
46021A052,194000.0,2023,Appartements
46021A111,262500.0,2023,Appartements
46021A232,150000.0,2023,Appartements
51004A101,207500.0,2023,Appartements
52011A00-,85000.0,2023,Appartements
52011A04-,93750.0,2023,Appartements
52011A10-,134500.0,2023,Appartements
52011A20-,105000.0,2023,Appartements
52011D042,98000.0,2023,Appartements
52011G111,72500.0,2023,Appartements
53053A00-,120000.0,2023,Appartements
53053A04-,187900.0,2023,Appartements
53053A743,137500.0,2023,Appartements
53053T10-,123000.0,2023,Appartements
55022A42-,109000.0,2023,Appartements
57081A90-,170000.0,2023,Appartements
62051A13-,118000.0,2023,Appartements
62063A03-,157500.0,2023,Appartements
62063A04-,153000.0,2023,Appartements
62063A05-,199500.0,2023,Appartements
62063A101,129750.0,2023,Appartements
62063A22-,160000.0,2023,Appartements
62063A30-,175000.0,2023,Appartements
62063A31-,255000.0,2023,Appartements
62063A342,183593.0,2023,Appartements
62063A50-,169000.0,2023,Appartements
62063A70-,165000.0,2023,Appartements
62063B10-,143500.0,2023,Appartements
62063B11-,149000.0,2023,Appartements
62063B12-,135000.0,2023,Appartements
62063B13-,147500.0,2023,Appartements
62063B20-,145000.0,2023,Appartements
62063B221,166250.0,2023,Appartements
62063B232,140000.0,2023,Appartements
62063B31-,140000.0,2023,Appartements
62063B40-,145000.0,2023,Appartements
62063F20-,77000.0,2023,Appartements
63072A00-,160000.0,2023,Appartements
63079C022,173000.0,2023,Appartements
64074A00-,150000.0,2023,Appartements
71016A001,190000.0,2023,Appartements
71016A02-,169000.0,2023,Appartements
71016A03-,225000.0,2023,Appartements
71020A001,260000.0,2023,Appartements
71022A001,295000.0,2023,Appartements
71022A011,315000.0,2023,Appartements
71022A032,220000.0,2023,Appartements
71022A042,240500.0,2023,Appartements
71022A052,290000.0,2023,Appartements
71022A101,228500.0,2023,Appartements
71022A112,247000.0,2023,Appartements
71022A301,225000.0,2023,Appartements
71022A401,271000.0,2023,Appartements
71022A412,299000.0,2023,Appartements
71022A501,279500.0,2023,Appartements
71022D00-,234000.0,2023,Appartements
71034A00-,160000.0,2023,Appartements
71053A001,231000.0,2023,Appartements
71053A011,175000.0,2023,Appartements
71053A052,189500.0,2023,Appartements
71057A031,193500.0,2023,Appartements
71066A001,299000.0,2023,Appartements
71070A001,221500.0,2023,Appartements
72020A001,230000.0,2023,Appartements
72020A044,244510.0,2023,Appartements
72025A00-,250000.0,2023,Appartements
72029A000,254750.0,2023,Appartements
73042A001,249000.0,2023,Appartements
73107A101,240000.0,2023,Appartements
73107D101,195000.0,2023,Appartements
81001A01-,153000.0,2023,Appartements
81001A02-,197500.0,2023,Appartements
92003A00-,163000.0,2023,Appartements
92094A001,175000.0,2023,Appartements
92094A20-,245000.0,2023,Appartements
92094A702,222000.0,2023,Appartements
92094A712,193000.0,2023,Appartements
92094B00-,190000.0,2023,Appartements
92094B20-,190000.0,2023,Appartements
