CD_SECTOR;POPULATION;TX_DESCR_SECTOR_FR
C091;36;SERINCHAMPS - HAB. DISP.
C10-;376;HAVERSIN EST-CENTRE
C11-;335;HAVERSIN OUEST
C122;70;TROU HUBINNE - SAIVRAY
C191;133;HAVERSIN - HABITATIONS DISP.
C20-;304;HAID-CENTRE
C29-;90;HAID - HABITATIONS DISPERSEES
C39-;52;LES BASSES
D00-;185;LEIGNON-CENTRE
D010;469;CHEMIN DE FER SUD
D090;56;LEIGNON - HABITATIONS DISP.
D100;321;CHAPOIS-CHEMIN DE FER NORD
D11-;230;CHAPOIS-CHEMIN DE FER SUD
D122;161;SUR BIDET
D191;119;CHAPOIS - HABITATIONS DISP.
D20-;213;YCHIPPE-CENTRE
D290;51;YCHIPPE - HABITATIONS DISP.
D30-;181;CORBION-CENTRE
D39-;39;CORBION - HABITATIONS DISP.
D499;101;BARSENALLE ET BRAGARDS
E00-;197;CHEVETOGNE-CENTRE
E09-;149;CHEVETOGNE-HABITATIONS DISP.
E10-;57;ENHET-CENTRE
E19-;1;ENHET-HABITATIONS DISPERSEES
E20-;69;RONVAUX-CENTRE
E21-;83;RONVAUX - PARFOND-RI
E29-;45;RONVAUX - HABITATIONS DISP.
F00-;79;CONNEUX-CENTRE
F09-;6;CONNEUX - HABITATIONS DISP.
F19-;69;REUX
F20-;95;CONJOUX
F29-;9;GRIGEOULE - WEVE - LA VEDOYE
G000;197;ACHENE-CENTRE
G013;114;ACHENE - CHENE
G072;17;PARC INDUSTRIEL
G091;83;ACHENE-HABITATIONS DISPERSEES
G101;185;FAYS-CENTRE
G112;114;LES ACACIAS
G122;119;FAYS - CHENE
G191;82;GINDRON
G291;0;VIEUX PAYS
G49-;7;ONTHAINE
H00-;291;SOVET-CENTRE
H012;132;CHATEAU D'EAU
H091;89;CROIX-JET
H100;91;SENENNE
H112;99;VINCON
H191;41;REULEAU
J000;475;BRAIBANT-CENTRE
J090;50;STEE - LES COMOGNES
J10-;91;HALLOY
J19-;38;LE FRECHISSE - LA MOTTE
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;1582;DINANT-CENTRE - RUE GRANDE
A010;369;COTE SAINT-JACQUES
A020;533;LA POMMERAIE
A03-;504;SAINT-PAUL-FROIDVAU
A042;846;DINANT-CENTRE - RUE SAXE
A052;108;HERLUCHENNE
A062;49;VAL DE CHESSION
A091;110;LEFFE - VIET-HABITATIONS DISP.
A0AA;197;ALOUETTES
A0PA;197;LEFFE-SORINNES-HAB.DISP.
A10-;269;DREHANCE-CENTRE
A19-;43;DREHANCE - HABITATIONS DISP.
A201;390;ANSEREMME-CENTRE
A21-;214;ANSEREMME - LESSE RIVE GAUCHE
A22-;79;ANSEREMME - LES FORGES
A232;294;TASSENIERE
A243;76;LES COTEAUX
A252;167;ANSEREMME - CHARREAU
A281;89;CHENET - FREYR
A290;60;HORDENNE - PONT A LESSE
A309;665;NEFFE
A399;29;ROND CHENE
A400;347;DINANT - GARE
A421;288;SAINT-MEDARD
A432;306;WESPIN
A442;174;BONSECOURS
A491;274;SAINT MEDARD - HAB. DISP.
A500;660;BOUVIGNES-CENTRE
A590;151;BOUVIGNES - HABITATIONS  DISP.
A60-;759;FONDS DE LEFFE AVAL
A61-;35;DEVANT BOUVIGNES-CENTRE
A623;170;LISONETTE
A69-;47;DEVANT BOUVIGNES - HAB. DISP.
A79-;10;WALZIN
A800;285;GEMECHENNE
B000;186;LISOGNE-CENTRE
B09-;12;LISOGNE - HABITATIONS DISP.
B100;358;LOYERS
B190;0;LES SARTS
B20-;146;AWAGNE-CENTRE
B29-;52;AWAGNE-HABITATIONS DISPERSEES
C00-;373;THYNES-CENTRE
C09-;71;THYNES-HABITATIONS DISPERSEES
D00-;403;SORINNES-CENTRE
D090;88;SORINNES - HABITATIONS DISP.
D112;117;GEMECHENE SORINNES
D191;33;TARAVISEE
D20-;120;TAVIET
D292;13;TIGE DE TAVIET
D393;57;LIROUX
E00-;72;FOY-NOTRE-DAME-CENTRE
E09-;14;FOY-NOTRE-DAME - HAB. DISP.
E10-;62;BOISSEILLES-CENTRE
E19-;5;BOISSEILLES-HABITATIONS DISP.
F00-;121;FURFOOZ-CENTRE
F09-;43;FURFOOZ-HABITATIONS DISPERSEES
F19-;0;LES PRAULES
G00-;248;FALMAGNE-CENTRE
G09-;101;FALMAGNE - HABITATIONS DISP.
H00-;448;FALMIGNOUL-CENTRE
H09-;32;FALMIGNOUL - HABITATIONS DISP.
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;641;GEDINNE-CENTRE
A012;99;GEDINNE-CENTRE - OUEST
A090;388;GEDINNE-HABITATIONS DISPERSEES
A100;73;STATION - CENTRE
A190;6;STATION - HABITATIONS DISP.
A29-;0;GEDINNE - ENCLAVES
B000;260;LOUETTE-SAINT-DENIS-CENTRE
B090;56;LOUETTE-SAINT-DENIS-HAB.DISP.
C00-;161;HOUDREMONT-CENTRE
C09-;56;HOUDREMONT - HABITATIONS DISP.
C19-;0;COQUEFAUX
D00-;197;LOUETTE-SAINT-PIERRE-CENTRE
D09-;52;LOUETTE-SAINT-PIERRE-HAB.DISP.
D19-;0;LOUETTE-SAINT-PIERRE - ENCLAVE
E000;533;RIENNE-CENTRE
E090;156;RIENNE - BOIS
F00-;259;WILLERZIE-CENTRE
F09-;46;WILLERZIE-BOIS ET CAMPAGNES
G00-;130;BOURSEIGNE-NEUVE-CENTRE
G09-;10;BOURSEIGNE-NEUVE - HAB. DISP.
G19-;0;CROIX SCAILLE
H00-;72;BOURSEIGNE-VIEILLE-CENTRE
H09-;25;BOURSEIGNE-VIEILLE-HAB. DISP.
H19-;0;LES HAIES DE BOURSEIGNE
J00-;262;VENCIMONT-CENTRE
J062;42;NAULONGTIENNE - NOYSSAUX
J091;64;VENCIMONT-BOIS
J163;97;FRANCE - BOISEE
K00-;120;SART-CUSTINNE-CENTRE
K09-;42;FRANC-BOIS
K19-;0;LONGCHAMPS (FERME)
L000;206;PATIGNIES-CENTRE
L090;94;PATIGNIES - HABITATIONS DISP.
M000;209;MALVOISIN-CENTRE
M090;150;MALVOISIN - HABITATIONS DISP.
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A00-;653;HAMOIS GRAND'ROUTE
A01-;208;HUBINNE
A09-;690;HAMOIS-HABITATIONS DISPERSEES
A100;279;HAIE-JADOT-CENTRE
A190;64;HAIE-JADOT-HABITATIONS DISP.
B001;252;ACHET-CENTRE
B012;209;LE BOIS ST PAUL
B090;121;ACHET-HABITATIONS DISPERSEES
B100;101;MONIN-CENTRE
B190;166;MONIN-HABITATIONS DISPERSEES
C00-;70;MOHIVILLE-CENTRE
C01-;242;SCOVILLE
C09-;114;MOHIVILLE - HABITATIONS DISP.
D00-;166;SCY-CENTRE
D09-;24;SCY - HABITATIONS DISPERSEES
E00-;457;EMPTINNE-CENTRE
E012;44;VIVAISE
E091;161;EMPTINNE - HABITATIONS DISP.
E100;94;EMPTINALE-CENTRE
E190;15;EMPTINALE - HAB. DISP.
E20-;157;CHAMPION-CENTRE
E29-;86;CHAMPION-HABITATIONS DISP.
F00-;723;NATOYE-CENTRE-GARE
F01-;318;NATOYE-VILLAGE
F022;199;LENNY
F091;301;NATOYE-HABITATIONS DISPERSEES
F19-;63;SKEUVRE
F29-;139;LES FONTAINES-MIANOYE
G00-;364;SCHALTIN-CENTRE
G091;83;SCHALTIN - HABITATIONS DISP.
G10-;429;FRISEE-CENTRE
G112;115;REMPACHE
G1PP;68;FRISEE-HABITATIONS DISPERSEES
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;712;HAVELANGE-CENTRE
A01-;377;HAVELANGE-CENTRE NORD
A02-;74;MALIHOUX
A032;231;CIZEE
A043;107;CITE FIASSE
A091;116;HAVELANGE - HABITATIONS DISP.
A10-;91;OSSOGNE-CENTRE
A19-;6;OSSOGNE-HABITATIONS DISPERSEES
B00-;103;VERLEE-CENTRE
B012;26;BUZIN
B091;59;VERLEE -HABITATIONS DISPERSEES
C00-;431;MAFFE-CENTRE
C090;34;MAFFE - HABITATIONS DISPERSEES
C191;0;SOMAL - HABITATIONS DISPERSEES
D000;205;MEAN-CENTRE
D090;57;MEAN - HABITATIONS DISPERSEES
D10-;126;GROS-CHENE-CENTRE
D19-;44;GROS-CHENE - HABITATIONS DISP.
D29-;29;BASSINES
E00-;147;BARVAUX-CONDROZ-CENTRE
E09-;39;RAMEZEE - CASTEL ALNE
E10-;163;FAILON-CENTRE
E19-;92;FOULERIE - CHAVEE - HAB. DISP.
F00-;150;PORCHERESSE-CENTRE
F09-;35;REMONT - LE HASARD
F19-;29;CHAMP DU BOIS
G00-;296;JENEFFE-CENTRE
G09-;65;JENEFFE-HABITATIONS DISPERSEES
H00-;446;MIECRET-CENTRE
H09-;192;MIECRET-HABITATIONS DISPERSEES
H10-;54;PRES HAVELANGE-CENTRE
H19-;7;PRES HAVELANGE - HAB. DISP.
J00-;20;FLOSTOY-CENTRE
J09-;53;FLOSTOY-HABITATIONS DISPERSEES
J10-;85;MONTEGNET-CENTRE
J19-;27;MONTEGNET - HABITATIONS DISP.
J20-;17;BORMENVILLE-CENTRE
J29-;5;BORMENVILLE-HABITATIONS DISP.
J30-;116;BARSY-CENTRE
J3PN;65;BARSY-HABITATION DISPERSEES
J40-;61;DOYON-CENTRE
J49-;41;DOYON-HABITATIONS DISPERSEES
ZZZZ;2;NON LOCALISABLE DANS UN SECTEUR
A000;512;HOUYET-CENTRE
A01-;236;HOUYET - STATION
A060;3;CAMPING COMMUNAL
A090;74;HOUYET-HABITATIONS DISPERSEES
A19-;15;SANZINNES - ARDENNE
A20-;100;HERHET-CENTRE
A29-;9;HERHET-HABITATIONS DISPERSEES
B00-;385;HOUR-CENTRE
B062;28;LE CHENEAU
B08-;64;PETITE HOUR
B091;53;HOUR - HABITATIONS DISPERSEES
C00-;122;MESNIL-EGLISE-CENTRE
C08-;27;FERAGE
C09-;44;MESNIL-EGLISE - HAB. DISP.
D00-;112;FINNEVAUX-CENTRE
D012;17;FINNEVAUX-CENTRE SUD-OUEST
D091;75;FINNEVAUX - HABITATIONS DISP.
D19-;0;MOULIN DE MAHOUX
E00-;491;MESNIL-SAINT-BLAISE-CENTRE
E012;112;TCHAURNIA
E091;133;MESNIL-SAINT-BLAISE-HAB. DISP.
E10-;30;MAHOUX-CENTRE
E19-;24;MAHOUX-HABITATIONS DISPERSEES
F000;197;HULSONNIAUX-CENTRE
F090;42;HULSONNIAUX-HABITATIONS DISP.
F19-;10;CHALEUX
G00-;264;CELLES-CENTRE
G012;84;HUBAILLE
G091;27;CELLES-HABITATIONS DISPERSEES
G10-;33;TRUSSOGNE-CENTRE
G19-;15;TRUSSOGNE - HABITATIONS DISP.
G20-;127;GENDRON
G262;0;CAMPING CLOSSET
G281;3;FOND DES FORGES
G291;43;LAVYS
G30-;41;VEVES-CENTRE
G362;43;PARC DU BELVEDERE
G39-;7;VEVES-HABITATIONS DISPERSEES
H00-;114;CUSTINNE-CENTRE
H09-;29;PAYENNE
H100;112;VER
H190;10;LA JUSTICE - SUR-LES-FYS
J00-;130;CIERGNON-CENTRE
J012;40;BLEURIS - CAMPAGNE DE HAN
J091;13;CIERGNON - HABITATIONS DISP.
J10-;12;FENFFE
J19-;2;FENFFE-HABITATIONS DISPERSEES
J200;65;HEROK-CENTRE
J290;23;HEROK-HABITATIONS DISPERSEES
K00-;393;WANLIN-CENTRE
K012;115;GILBOCK
K023;69;HIBEAU FONTAINE
K064;0;CAMPING DERWEDUWEN
K091;14;WANLIN-HABITATIONS DISPERSEES
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A000;638;ONHAYE-CENTRE
A062;64;DOMAINE MAIEUR FRANCOIS
A091;249;ONHAYE-HABITATIONS DISPERSEES
A199;26;ERLEM
B00-;237;GERIN-CENTRE
B012;109;RUE D'ONHAYE
B091;12;GERIN-HABITATIONS DISPERSEES
C00-;197;ANTHEE-CENTRE
C09-;48;ANTHEE-HABITATIONS DISPERSEES
C10-;75;MIAVOYE-CENTRE
C162;32;MIAFLOWER
C191;11;MIAVOYE-HABITATIONS DISPERSEES
D00-;12;SERVILLE-CENTRE
D09-;0;BOIS DE BRUYERE - FOND HAQUIN
D10-;67;OSTEMEREE
D19-;5;CLOSIERE - COTE D'ANTHEE
D20-;25;FTER
D29-;15;CHAUSSEE ROMAINE NORD
E00-;298;FALAEN - VILLAGE
E09-;151;FALAEN-HABITATIONS DISPERSEES
E102;79;FAY-CENTRE
E191;8;FAY - HABITATIONS DISPERSEES
F000;369;SOMMIERE-CENTRE
F062;23;ROSTENNE
F091;80;SOMMIERE - HABITATIONS DISP.
G00-;161;WEILLEN-CENTRE
G012;69;HAUTE CORNUE
G091;28;WEILLEN-HABITATIONS DISPERSEES
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;766;ROCHEFORT-CENTRE
A01-;767;CARREFOUR
A02-;517;LE THIER
A030;591;DEWOIN - CROIX-ST-JEAN
A040;528;LORETTE - CROIX-ST-JEAN
A05-;205;MONTRIVAL
A062;43;SOUS LES FALIZES
A081;27;THIER DES FALIZES
A090;134;ROCHEFORT - HABITATIONS DISP.
A100;191;HAMERENNE-SUD
A190;23;FOND-SAINT-MARTIN - JUSTICE
A200;846;LA BRIQUETERIE - NEUF ETANGS
A272;46;PARC INDUSTRIEL
A291;119;ST-REMY - BEHOGNE - TIGE
B00-;714;JEMELLE-CENTRE
B010;221;AUX CHAVEES
B020;760;LES THIERS
B082;70;GERNY
B091;259;RABANISSES - LAMSOUL
C000;396;WAVREILLE-CENTRE
C010;99;WAVREILLE-CENTRE NORD EST
C022;176;BELLE-VUE
C091;106;WAVREILLE - HABITATIONS DISP.
C10-;29;BELVAUX-WAVREILLE
C19-;10;BELVAUX-WAVREILLE - HAB. DISP.
C200;135;BELVAUX-RESTEIGNE
C290;26;BELVAUX-RESTEIGNE - HAB. DISP.
D00-;504;HAN-SUR-LESSE-CENTRE
D010;215;RIVE GAUCHE
D022;303;LES MASURES
D091;32;HAN-SUR-LESSE - HAB. DISP.
E000;469;EPRAVE-CENTRE
E09-;47;EPRAVE-HABITATIONS DISPERSEES
F00-;122;LESSIVE-CENTRE
F09-;115;LESSIVE-CENTRE
F19-;25;MOULIN (RUE DU)
G00-;150;AVE-CENTRE
G062;79;ROPTAI
G091;35;AVE-HABITATIONS DISPERSEES
G10-;66;AUFFE-CENTRE
G19-;7;AUFFE-HABITATIONS DISPERSEES
H00-;285;LAVAUX-SAINTE-ANNE-CENTRE
H09-;112;LAVAUX-SAINTE-ANNE-HAB. DISP.
J000;243;VILLERS-SUR-LESSE-CENTRE
J090;53;VILLERS-SUR-LESSE - HAB. DISP.
J10-;85;JAMBLINNE-CENTRE
J19-;50;JAMBLINNE - HABIATIONS DISP.
J29-;41;GENIMONT
J39-;34;VIGNEE
K00-;249;MONT-GAUTHIER-CENTRE
K09-;40;MONT-GAUTHIER - HAB. DISP.
K100;67;FRANDEUX-CENTRE
K190;55;FRANDEUX - HABITATIONS DISP.
K200;85;LALOUX-CENTRE
K290;36;LALOUX-HABITATIONS DISP.
K30-;59;BRIQUEMONT-CENTRE
K39-;23;BRIQUEMONT-HABITATIONS DISP.
L000;258;BUISSONVILLE-CENTRE
L090;38;BUISSONVILLE-HABITATIONS DISP.
L102;61;NAVAUGLE-CENTRE
L191;28;NAVAUGLE - HABITATIONS DISP.
L20-;79;FORZEE-CENTRE
L29-;49;FORZEE-HABITATIONS DISPERSEES
L30-;335;HAVRENNE-CENTRE
L392;120;HAVRENNE-GOBINETTE-L.-FLACHAI
ZZZZ;18;NON LOCALISABLE DANS UN SECTEUR
A00-;581;SOMME-LEUZE-CENTRE
A062;39;PARADIS
A091;129;SOMME-LEUZE-HABITATIONS DISP.
A19-;57;LEUZE - MONTET - HASARD
A29-;7;SOMAL (PRES DE)
A392;3;BOIS D'ENNEILLE
A41-;25;SOMAL-CENTRE
A492;21;AU-DESSUS DE SOMAL-HAB. DISP.
B000;382;NOISEUX-CENTRE
B01-;67;THIER ANTOINE
B091;25;NOISEUX-HABITATIONS DISP.
B0AJ;589;LE PANORAMIQUE ET LES DOMAINES
C00-;179;BAILLONVILLE
C09-;46;BAILLONVILLE - HAB. DISP.
C100;39;RABOSEE-CENTRE
C162;149;OURGNETTE
C191;108;RABOSEE-HABITATIONS DISPERSEES
D00-;101;WAILLET-CENTRE
D091;20;WAILLET-HABITATIONS DISPERSEES
D112;47;CLOS ST MARTIN
E000;113;HOGNE-CENTRE
E091;15;HOGNE-HABITATIONS DISPERSEES
E0AJ;509;HOGNE LOTISSEMENT
E113;28;CLOS ST MARTIN
F00-;107;SINSIN LA PETITE
F01-;243;SINSIN LA GRANDE
F09-;187;SINSIN-HABITATIONS DISPERSEES
F19-;49;LE FOURNEAU - MEHOGNE
G00-;131;NETTINNE-CENTRE
G09-;26;NETTINNE - HABITATIONS DISP.
H00-;120;HEURE-CENTRE
H01-;199;HEURE-CENTRE NORD
H06-;95;PIEREUX
H091;46;HEURE-HABITATIONS DISPERSEES
H10-;76;MORESSEE-CENTRE
H162;11;LE BOCHETAY
H191;32;MORESSEE - HABITATIONS DISP.
H262;101;LES CISSES - LES VENNES
J000;182;BONSIN-CENTRE
J090;82;BONSIN-HABITATIONS DISPERSEES
J10-;89;CHARDENEUX-CENTRE
J110;68;LA POSTERIE
J19-;81;CHARDENEUX - HABITATIONS DISP.
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A000;546;YVOIR-CENTRE
A01-;481;RANYSSE
A02-;158;YVOIR-GARE
A03-;252;FITE-VOYE
A04-;115;REDEAU
A052;209;LES ROCHES
A083;143;TRICOINTE
A091;23;LAUNOIS CHAMPALLE
A10-;611;EVREHAILLES
A162;283;LA GAYOLLE - LUCHELET
A191;330;NIERSANT - FUMY - PRETERIT
A200;158;BAUCHE
A290;10;LES LOGES
A30-;129;HOUX
A312;130;DEVANT HOUX
A391;15;BLOCQUEMONT
A46-;0;DEVANT BOUVIGNES
B000;379;GODINNE-CENTRE
B010;1020;GRAND-GODINNE
B022;115;CROIX D'AL FAULX
B063;60;DEVANT ROUILLON
B080;22;CLINIQUE
B091;32;STOKISSE
B10-;290;MONT-CENTRE
B112;176;BAILLI
B123;167;FECHERES
B191;68;MONT - HABITATIONS DISPERSEES
C001;495;DURNAL-CENTRE
C012;257;HERLEUVAUX
C022;40;CHAP. N.D. DE BON SECOURS
C033;142;HERBEFAYS
C091;113;DURNAL-HABITATIONS DISPERSEES
D00-;441;SPONTIN-CENTRE
D01-;2;SPONTIN-CENTRE NORD
D022;340;HAIE AUX FAULX
D033;39;QUESVAL
D091;14;SPONTIN-HABITATIONS DISPERSEES
E00-;430;DORINNE-CENTRE
E09-;61;DORINNE-HABITATIONS DISPERSEES
F00-;537;PURNODE-CENTRE
F09-;59;PURNODE-HABITATIONS DISPERSEES
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;406;HASTIERE-LAVAUX-CENTRE
A012;166;ROUTES DE GIVET
A063;296;EDEN MEUSE
A084;2;FERME SCOHY
A091;85;BOIS DE FLINRI-BOIS LES AUGES
A10-;105;INSEMONT-CENTRE
A162;240;ZONE DE LOISIR D'INSEMONT
A191;59;INSEMONT - HABITATIONS DISP.
A20-;134;MAURENNE
A262;18;MA CAMPAGNE
A291;12;BOIS ROYAL DE LENS
A363;16;TROU DE TASSON
A464;312;BOIS DE LENS
B000;453;HASTIERE-PAR-DELA - CENTRE
B062;192;BONSAY-RELAX - MEUSE-FOSSE DONDAINE-GAUX
B091;66;HASTIERE-PAR-DELA - HAB. DISP.
C00-;438;WAULSORT-CENTRE
C062;3;VILLAGE DE VACANCES FAMI- LIALES ET CAMPING COMMUNAL
C091;21;WAULSORT - HABITATIONS DISP.
C199;13;LENNE-HABITATIONS DISPERSEES
C29-;24;FREYR
D00-;125;BLAIMONT-CENTRE
D062;0;VILLAGE VACANCES LES ETOILES
D091;75;BLAIMONT - HABITATIONS DISP.
D163;167;DOMAINE BONSOY ET RELAX-MEUSE
E001;644;HEER-CENTRE
E062;103;VALLEE DE HAN
E090;41;HEER - HABITATIONS DISPERSEES
E19-;6;MASSEMBRE - HERLETTE
F000;412;AGIMONT-CENTRE
F090;15;AGIMONT-HABITATIONS DISPERSEES
F10-;284;HEER - AGIMONT
F19-;3;MEUSE-RIVE-NORD
F200;369;CHAUMIERES - PT DOISCHE-CENTRE
F290;6;LES CHAUMIERES - PETIT-DOISCHE HABITATIONS DISPERSEES
F36-;7;BOIS WAGNE
G00-;313;HERMETON-SUR-MEUSE-CENTRE
G012;58;RIVE DE MEUSE
G023;86;CUMONT
G064;61;SAPINS-MONT MEUSE-CASTEL MOSAN
G091;45;HERMETON-SUR-MEUSE-HAB. DISP.
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
10PQ;0;BOIS
A00-;148;VRESSE-CENTRE
A09-;10;VRESSE-SEMOIS - RIVE DROITE
A10-;82;LA FORET-CENTRE
A19-;28;LA FORET - HABITATIONS DISP.
A200;117;MEMBRE
A262;3;LA HAIGE
A291;13;BOIS FADRET, SAHUT ET COLSON
A363;45;LE HOCHET
A39-;0;ENCLAVE
B000;525;ALLE-CENTRE
B012;52;LES PERLINS
B023;20;LAPLET
B081;0;BOIS DE BAIMONT ET  GODRISES
B091;35;ALLE - HABITATIONS DISPERSEES
B100;98;MOUZAIVE-CENTRE
B1JA;6;CAMPINGS
B1PA;3;BOIS
B200;159;CHAIRIERE-CENTRE
B28-;35;FIEF DE LIBOICHANT
B290;33;CHAIRIERE - HABITATIONS DISP.
B31-;1;LES CRETES
C00-;372;SUGNY-CENTRE
C09-;83;SUGNY-HABITATIONS DISPERSEES
C10-;78;PUSSEMANGE-CENTRE
C19-;3;PUSSEMANGE-HABITATIONS DISP.
C20-;33;BAGIMONT-CENTRE
C29-;2;BAGIMONT - HABITATIONS DISP.
D00-;192;BOHAN
D01-;46;LE GEVRAY
D022;6;BOHAN EXTENSION NORD
D033;8;PAD'LA
D064;16;MONT LES CHAMPS - KELHAN
D081;1;LES DOLIMARTS CAMPAGNE
D091;11;BOHAN-HABITATIONS DISPERSEES
D162;0;LES DOLIMARTS
D199;6;HERISSART
E00-;95;ORCHIMONT-CENTRE
E09-;24;ORCHIMONT - HABITATIONS DISP.
E10-;30;HERISSON-CENTRE
E19-;3;HERISSON - HABITATIONS DISP.
E29-;5;BARRIERE A MOINTERNE
F00-;156;NAFRAITURE-CENTRE
F09-;103;NAFRAITURE - HABITATIONS DISP.
ZZZZ;20;NON LOCALISABLE DANS UN SECTEUR
A00-;2798;ANDENNE-CENTRE
A011;549;ANDENNE-CENTRE EST - CHAWAGNE
A031;1309;CAMPAGNE RESIDENTIELLE
A04-;241;ANTON
A072;101;INTERMILLS - PEGARD
A09-;182;SOUS-STUD
A101;1251;ANDENELLE
A112;384;LA FLISME
A172;171;BELREF
A190;161;CHENU - BOIS DE PASSEPEAU
A200;510;HAUTEBISE - AGUESSES
A21-;427;LE CALVAIRE - CHAMPSIA
A222;673;PEU D'EAU -SITE BOIS-DES-DAMES
A291;64;HAUTEBISE-HABITATIONS DISP.
A30-;229;GROYNNE-CENTRE
A390;132;GROYNNE-HABITATIONS DISPERSEES
A490;146;STUD
A59-;195;BOUSALLE
B00-;387;COUTISSE-CENTRE
B01-;201;NALAMONT
B09-;195;COUTISSE-HABITATIONS DISP.
B10-;68;BOHISSAU-CHAPELLE N.D. LOURDES
B19-;95;GROSSE - LES ARCHES-HAB. DISP.
C000;289;BONNEVILLE-CENTRE
C01-;332;CHAUDIN - ROUVROY
C020;325;CHAUFOUR-BRUYERE
C090;188;BONNEVILLE-HABITATIONS DISP.
C11-;90;SAINT-LAMBERT (INSTITUT)
D00-;329;THON-CENTRE
D01-;182;SAMSON (VALLEE)
D021;133;MEUSE (VALLEE)-RUE DE LIEGE
D072;9;MEUSE AVAL
D09-;184;PLATEAU - LES FORGES
E00-;155;MAIZERET-CENTRE
E09-;81;BIALY - VILLEVAL - EL CORE
E100;108;GAWDAY - ROUTE DE LIEGE
E190;28;MOISNIL
F00-;930;NAMECHE-CENTRE
F01-;281;BOIS DE L'EVEQUE
F09-;3;NAMECHE-HABITATIONS DISPERSEES
F19-;76;HAINIAU (VALLEE DE L')
G00-;934;SCLAYN-CENTRE
G01-;261;LA VILLETTE
G022;273;TIENNES
G091;167;SCLAYN-HABITATIONS DISPERSEES
H00-;596;VEZIN-CENTRE
H01-;290;BELLAIRE
H09-;236;SOMME
H10-;24;SCLAIGNEAU
H19-;28;BRICHEBO - SCLERMONT - GEVRINE
H20-;277;VILLE-EN-WARET
H21-;303;HOUSSOI  COL
H220;506;LES TRICHES - DOM. BOIS GILET
H290;42;HAUTES COMMUNES (DOMAINES DES)
J00-;273;LANDENNE-CENTRE
J09-;383;LANDENNE-HABITATIONS DISP. SUD
J10-;197;VELAINE-CENTRE
J190;36;VELAINE-HABITATIONS DISPERSEES
J20-;808;PETIT WARET-CENTRE
J212;191;TROKA
J291;381;PETIT WARET-HABITATIONS DISP.
K001;303;SEILLES-CENTRE
K01-;643;BAS RIVAGE - HAUT RIVAGE
K022;1335;SEILLES CENTRE EST
K032;406;LES HOUILLERES - NEUF MOULIN
K08-;36;SCLAIGNEAU
K091;0;SEILLES-HABITATIONS DISPERSEES
K101;805;SEILLES - STATION
K11-;873;NOUVEAU MONDE
K122;34;MONTHESSAL
K172;39;ZONE INDUSTRIELLE
K191;129;NIVOYE
K1MJ;236;REPPE - BOURIE
K200;434;TRA MAKA
K212;218;POILSART
K291;0;BOIS DE SIROU
ZZZZ;3;NON LOCALISABLE DANS UN SECTEUR
A000;697;ASSESSE-CENTRE
A072;47;ZONING INDUSTRIEL WILSON
A090;69;MIERE - WAVREMONT
A0AJ;217;LA FAGNE
A19-;243;POURAIN
A290;481;HAMEAU
A39-;57;MIANOYE
A49-;28;CORRIOULE
B00-;326;CRUPET-CENTRE
B012;59;LES COMOGNES
B091;122;CRUPET-HABITATIONS DISPERSEES
C000;586;MAILLEN-CENTRE
C012;62;FONDS DE MAILLEN
C091;218;MAILLEN-HABITATIONS DISPERSEES
C10-;57;IVOY-CENTRE
C19-;65;IVOY-HABITATIONS DISPERSEES
D001;705;SART-BERNARD-CENTRE
D012;182;TAILLE D'HARSCAMP
D08-;207;SUR LES SARTS - L'ETOILE
D090;168;SART-BERNARD-HABITATIONS DISP.
E000;936;STATION-TRIEU D'AVILLON ROUAUX
E012;204;VIVIER L'AGNEAU
E022;87;SART-MATHELET
E081;38;ENTRE GRAND'ROUTE ET CHEM. FER
E091;49;BOIS DE GRAND PRE
E100;193;PETIT COURRIERE
E190;14;COURRIERE - HABITATIONS DISP.
F00-;225;SORINNE-LA-LONGUE-CENTRE
F09-;68;SORINNE-LA-LONGUE - HAB. DISP.
G00-;169;FLOREE-CENTRE
G01-;84;WAGNEE
G09-;62;HUTTE-NEUVE COUR - GRAND CHAMP
G10-;58;MAIBELLE-CENTRE
G19-;46;MAIBELLE - PRE DE LOYE
ZZZZ;5;NON LOCALISABLE DANS UN SECTEUR
A00-;1003;EGHEZEE-CENTRE
A011;323;FROCOURT - CHAUSSEE DE NAMUR
A020;245;CHAUSSEE DE LOUVAIN
A032;674;GARE-LA MARKA-ROUTE D'ANDENNE
A090;112;EGHEZEE-HABITATIONS DISPERSEES
B000;566;LONGCHAMPS-CENTRE
B090;81;LONGCHAMPS-HABITATIONS DISP.
C00-;176;UPIGNY-CENTRE
C09-;74;UPIGNY-HABITATIONS DISPERSEES
D00-;493;MEHAIGNE-CENTRE
D09-;72;MEHAIGNE - HABITATIONS DISP.
E001;439;NOVILLE-SUR-MEHAIGNE - CENTRE VILLAGE
