CD_SECTOR;POPULATION;TX_DESCR_SECTOR_FR
E012;332;NOVILLE-SUR-MEHAIGNE - STATION
E09-;123;NOVILLE-SUR-MEHAIGNE-HAB.DISP.
F00-;346;BOLINNE-CENTRE
F09-;62;BOLINNE-HABITATIONS DISPERSEES
F100;372;HARLUE-CENTRE
F190;73;HARLUE-HABITATIONS DISPERSEES
G00-;244;TAVIERS-CENTRE
G01-;223;BAS-TIGE - PLANGELOIS
G02-;85;QUATRE BRAS
G032;64;PAR DELA L'EAU
G091;38;LE DOAIRE
G10-;101;FRANCQUENEE-CENTRE
G19-;15;FRANCQUENEE (CAMPAGNE)
H00-;145;BONEFFE-CENTRE
H09-;8;MEHAIGNE - NORD
H10-;213;BONEFFE-CENTRE SUD
H19-;22;MEHAIGNE SUD - LES LARGES
J000;244;BRANCHON-CENTRE
J01-;169;AU BATI
J090;98;BRANCHON - HABITATIONS DISP.
K000;345;HANRET-CENTRE
K090;111;HANRET-HABITATIONS DISPERSEES
K100;406;LA VALLEE-CENTRE
K190;118;LA VALLEE - HABITATIONS DISP.
L001;965;LEUZE-CENTRE
L01-;169;CROLCUL
L022;828;BROUWERE
L03-;151;HAUTE ET BASSE WINEE
L042;129;LES BOLETTES
L091;153;LEUZE-HABITATIONS DISPERSEES
M001;301;WARET-LA-CHAUSSEE-CENTRE
M012;164;CANARI
M09-;261;WARET-LA-CHAUSSEE - HAB. DISP.
M10-;252;GRAND TRI
M19-;183;BOIS DES MOINES
N00-;643;DHUY-CENTRE
N091;159;DHUY - HABITATIONS DISPERSEES
N100;385;LES BOSCAILLES-CENTRE
N190;36;LES BOSCAILLES - HAB. DISP.
N212;77;GOTHAINE
P00-;422;SAINT-GERMAIN-CENTRE
P09-;103;SAINT-GERMAIN - HAB. DISP.
R00-;494;LIERNU-CENTRE
R01-;325;LE CORBEAU ET DEUX BAIVES
R09-;77;LIERNU-HABITATIONS DSIPERSEES
S00-;684;AISCHE-EN-REFAIL-CENTRE
S010;224;BARAQUE - VIEILAHAUT
S091;249;AISCHE-EN-REFAIL - HAB. DISP.
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;922;FLOREFFE-CENTRE
A010;208;CORIAT
A020;115;MAUDITIENE
A07-;254;RIVERRE - DERRIERE STATION
A091;23;FLOREFFE-HABITATIONS DISP.-EST
A100;637;BUZET-CENTRE
A112;227;SANDRAU
A191;125;BUZET-HABITATIONS DISPERSEES
A200;430;SOVIMONT-CENTRE
A212;213;TIENNE JEAN-PIERRE
A291;118;SOVIMONT - HABITATIONS DISP.
A383;195;MAULENNE
A391;64;LAKISSE - MARLAGNE
A482;1;HAMTIA
A493;179;PAIROI
B000;1142;FRANIERE-CENTRE
B012;291;DEMINCHE
B072;7;GLACERIE - INDUSTRIE
B081;92;DEMINCHE - HABITATIONS DISP.
B091;371;TREMOUROUX-HABITATIONS DISP.
C00-;273;SOYE-CENTRE
C01-;441;RISSART
C02-;187;JODION
C09-;201;SOYE-HABITATIONS DISPERSEES
D001;215;FLORIFFOUX-CENTRE
D012;440;TRY-CHENE
D022;187;BOSQUET - RISSART
D033;218;MARBAIS
D070;12;SOUS LA VILLE ET LACHE
D091;99;FLORIFFOUX-HABITATIONS DISP.
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
10PQ;55;BAS SART
A00-;599;FOSSES-LA-VILLE-CENTRE
A01-;848;FOSSES-LA-VILLE-CENTRE EST
A020;646;CAMPAGNE DU CHENE
A03-;129;ROUTE DE TAMINES
A04-;226;BON DIEU DE PITIE
A062;33;LES VIVIERS
A089;217;FOSSES-LA-VILLE-HAB.DISP.OUEST
A091;165;FOSSES-LA-VILLE-HAB.DISP. EST
A10-;540;BAMBOIS-CENTRE
A161;3;LE PACHY
A199;310;BAMBOIS-HABITATIONS DISPERSEES
A20-;405;HAUTVENT
A30-;339;NEVREMONT
A39-;210;POTAGE-TARAVISEE-ST REMY
B00-;1049;VITRIVAL-CENTRE
B012;100;LA GILOTERIE
B081;162;BOLIA - LA CHAPELLE AUX RATS
B09-;341;VITRIVAL-HABITATIONS DISP.
C000;362;SART-EUSTACHE-CENTRE
C012;291;GENICOT
C091;156;SART-EUSTACHE - HABIT. DISP.
D00-;685;LE ROUX-CENTRE
D010;456;ROUTE NO 22
D090;202;LE ROUX-HABITATIONS DISPERSEES
D592;141;COCRIAMONT (FOSSES-LA-VILLE)
E00-;442;AISEMONT-CENTRE
E081;45;GROSSE HAIE
E09-;55;CLAMINFORGE
E112;108;CLE D'OR
F00-;633;SART-SAINT-LAURENT-CENTRE
F09-;295;SART-SAINT-LAURENT-HAB. DISP.
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A000;315;PETITE GESVE
A01-;345;GESVES-CENTRE
A02-;281;LES FONDS DE GESVES
A031;326;BRIONSART
A042;128;CITE SOCIALE
A062;0;VILLAGE VERT
A081;521;GRANDE COMMUNE
A090;136;GESVES-HABITATIONS DISPERSEES
A101;199;PRE D'AMITE
A112;96;LES FONDS DE CHAUMONT
A122;162;LES FORGES
A133;202;TIENNE ST. MARTIN
A181;59;BOIS DE GESVES
A19-;181;HOUYOUX
B00-;624;LES TOMBES
B01-;650;FAULX
B08-;398;RUISSEAU DE WANET - LA POLOGNE
B09-;46;BOIS
B19-;89;VALLEE DE STROUVIA - JAUSSE
C00-;361;MOZET-CENTRE
C09-;65;MOZET-HABITATIONS DISPERSEES
C10-;163;GOYET-CENTRE
C19-;54;GOYET-HABITATIONS DISPERSEES
D00-;57;HALTINNE-CENTRE
D09-;131;HALTINNE-HABITATIONS DISP.
D10-;312;HAUT BOIS-CENTRE
D19-;109;HAUT BOIS-HABITATIONS DISP.
D20-;247;STRUD-CENTRE
D29-;229;STRUD-HABITATIONS DISPERSEES
E00-;402;SOREE-CENTRE
E09-;72;SOREE-HABITATIONS DISPERSEES
E19-;44;GRAMPTINNE
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;919;METTET-CENTRE
A012;383;HESTROI
A022;211;ANCIENNE GARE
A033;152;SAINT-BARBE - TRY-JOLY
A041;214;SOMTET
A072;76;SAINT-DONAT
A091;120;BONNE ESPERANCE
A100;385;SCRY-CENTRE
A19-;86;SCRY-HABITATIONS DISPERSEES
A200;859;PONTAURY - LE HAMEAU
A290;224;BOIS HERBIER - BOIS BELLE EAU
A384;8;AUDIMONT
A39-;120;CORROY - LA FOLLEE
A400;449;DEVANT LES BOIS
A490;200;BOIS DU PRINCE
A591;0;GAZELLE
B000;630;SAINT-GERARD-CENTRE
B090;249;SAINT-GERARD-HABITATIONS DISP.
B100;437;BOSSIERE-CENTRE
B190;210;BOSSIERE - HABITATIONS DISP.
B20-;527;MAISON-CENTRE
B262;211;CAMPING DU LAC
B291;334;MAISON-HABITATIONS DISPERSEES
C00-;160;GRAUX-CENTRE
C09-;44;GRAUX - HABITATIONS DISPERSEES
D00-;348;FURNAUX-CENTRE
D09-;134;FURNAUX-HABITATIONS DISPERSEES
E000;510;ERMETON-SUR-BIERT-CENTRE
E090;160;ERMETON-SUR-BIERT - HAB. DISP.
F00-;558;BIESMEREE-CENTRE
F09-;76;BIESMEREE-HABITATIONS DISP.
G00-;366;STAVE-CENTRE-NORD
G01-;240;STAVE-CENTRE-SUD
G09-;221;STAVE - HABITATIONS DISPERSEES
H000;435;ORET-CENTRE
H090;41;ORET - HABITATIONS DISP.-NORD
J000;700;BIESME-CENTRE
J010;208;NEFZEE
J020;751;NOECHAMPS - PLANOIS
J090;490;BIESME-HABITATIONS DISPERSEES
J10-;144;PREE
J112;150;BRUYERES
J191;155;WAGNEE
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;1356;HOTEL DE VILLE
A011;1089;CASERNES
A02-;384;LE GROGNON
A031;448;PARC - FACULTES
A04-;539;PIED DE LA CITADELLE
A05-;654;PORTE DE BRUXELLES
A10-;1235;PLAINE SAINT-NICOLAS - PLOMCOT
A20-;2442;LA PLANTE
A300;967;CITADELLE
A322;173;N.D. AU BOIS
A391;128;BASSE MARLAGNE
A401;1954;SALZINNES-CENTRE
A411;2317;LES BALANCES
A422;1451;SAINTE-JULIENNE
A433;1842;MARLAGNE
A452;8;SEMINAIRE
A47-;194;LES BAS PRES
A48-;20;LA GUEULE DU LOUP
A50-;953;SALZINNES-LES-MOULINS
A601;2173;PONT DE LOUVAIN
A61-;912;HEUVY
A62-;961;HERBATTE
A63-;696;PRISON
A642;543;BOMEL
A702;1549;QUARTIER SAINT-LOUP
A712;1678;SAINT-NICOLAS
A732;781;SAINT-AUBIN
B00-;2198;JAMBES-CENTRE
B011;2621;BOULEVARD DE LA MEUSE
B022;1237;BINAME
B073;3;JAMBES ZONING INDUSTRIEL
B101;898;VELAINE
B11-;866;BASSES COMOGNES
B122;812;AMEE
B19-;553;SART-HULET
B20-;1802;PONT DES ARDENNES
B21-;1404;BASSE ANHAIVE
B221;793;CITE DU SOUVENIR
B232;227;CH. DE LIEGE - TROU PERDU
B273;0;ZONE INDUSTRIELLE
B301;1082;VERRERIES
B312;1515;SEDEN
B401;713;BELLE VUE
B412;1083;VIGNEROULE - FROIDEBISE
B50-;1518;GERONSART
C00-;1139;LE VIERLY
C01-;553;PAIRELLE - FOURNEAU
C020;982;ROUTE DE SAINT GERARD-BIENVENU
C032;268;BOIS DU CURE
C043;758;MARLAGNE - SUARY
C054;310;RI DE FLANDRE
C091;5;SAINT-HERIBERT
C10-;1088;GRAND'RI
C112;407;POTISSAU
C18-;96;BOREUVILLE-CHAUSSEE DE DINANT
C191;375;SERIMONT
C212;344;CLOS DES SPINETTES
C291;205;TIENNE AUX BRUYERES
C313;101;BEAU VALLON
D00-;765;MALONNE-CENTRE
D011;254;BABIN
D022;135;INZEVAUX
D09-;248;LE CHEPSON
D10-;248;CABACAT
D110;584;FONTAINE-CENTRE
D191;32;BOIS DE LA VECQUEE-GROS BUISSO
D20-;423;LE PIROY
D21-;518;BASSE CALINGE - LE BROCTIA
D22-;335;PETIT BOIS - CALINGE
D30-;444;CENTRE - ECOLES
D310;265;LA POTALLE
D322;434;LES TRIS
D332;408;MARLERES - BRANSART
D370;27;BAUCE INDUSTRIES
D381;4;BALJI
D390;136;LE TOMBOI
D400;133;BAUCE-CENTRE
D49-;94;PINCHON - BLANCHE MAISON
E00-;1189;FLAWINNE-CENTRE
E01-;1342;LES COMOGNES
E021;186;SAINTE-ADELE
E072;42;FLAWINNE ZONING INDUSTRIEL
E089;112;LEUCHERE - CRESTIA
E09-;40;FLACHE - PLANGEOIS - CHATEAU DES 4 SEIGNEURS
E101;1434;LA HOLLANDE - TRI JOSSE
E112;32;CASERNES
E173;136;GARE DE FORMATION - RONET
F00-;626;TEMPLOUX-CENTRE
F01-;417;CHAUSSEE DENIVELLES
F020;453;LES TOMBALES
F03-;384;LE BOUT DU VILLAGE
F090;170;TEMPLOUX - HABITATIONS DISP.
G00-;442;SUARLEE-CENTRE
G012;218;SAUSSIS
G073;2;PARC DE RHISNES
G091;162;LES COMOGNES
G172;8;PARC DE RHISNES
G183;11;ANCIEN FORT
G190;2;BAN
G210;657;MARRONNIER - TERTIBU
H000;1072;BELGRADE-CENTRE
H01-;183;LAIDE COUPE
H02-;1133;ROUTE NAMUR - BRUXELLES
H032;1120;LA HIANBE
H091;188;CHAMP D'EXERCICES
H100;1059;LA BOVERIE
J00-;2015;SAINT-SERVAIS - STATION
J01-;996;RESERVOIR
J021;993;NOUVEAU MONDE
J092;6;HOUYOUX
J10-;1143;CHAUSSEE DE WATERLOO-CIMETIERE
J11-;2239;SAINT-SERVAIS-CENTRE
J12-;474;BEAU VALLON
J13-;262;BRICGNIOT
J201;451;BELLE-VUE
J212;994;HASTEDON
K00-;964;COQUELET
K01-;1780;MOULIN-A-VENT
K02-;529;PONTY-PARC
K09-;11;POTERESSE
K10-;466;VILLAGE
K11-;723;A LA ROCHE - LA PECHERIE
K12-;79;FORET
L000;1045;VEDRIN-CENTRE
L010;1394;GUEULETTE
L022;287;PEKET
L032;142;PARC DU CHATEAU
L081;100;VEDRIN-HABITATIONS DISP.-OUEST
L091;32;VEDRIN-HABITATIONS DISP.-EST
L10-;2103;LES COMOGNES
L201;426;TRANSVAAL
L21-;318;PELE CUL
L222;558;LES CLOS A BOMEL
L232;314;ROND CHENE - FOND D'ARQUET
L291;30;FRIZET - BERLACOMINE
L30-;361;DAUSSOULX-CENTRE
L31-;102;TRIEU DES MINES
L39-;185;LE HAZOIR - HABITATIONS DISP.
M00-;903;SAINT-MARC-CENTRE
M090;151;SAINT-MARC - HABITATIONS DISP.
M100;405;LA DREVE
N001;551;CHAMPION-CENTRE
N011;272;FONDS DE CHAMPION
N022;168;SARRASINS-NORD
N032;253;ROUTE DE MARCHOVELETTE
N090;5;GRANDE SALLE - LES TOMBES
N101;214;ROND POINT - LES CHAMPS
N112;250;SARRASINS-SUD
N20-;422;COGNELEE-CENTRE
N212;99;COGNELEE-CHAUSSEE
N280;136;BELLE VUE-NORD
N291;147;AU MOULIN - SARRAZIN
P00-;316;LE TRI
P01-;289;BONINNE-CENTRE
P02-;157;BOIS DESNEUX
P09-;97;BONINNE-HABITATIONS DISPERSEES
P10-;159;LONGSART (PARC DU )
P20-;512;GELBRESSEE-CENTRE
P2PN;91;BOSQUET
R00-;420;BEEZ - VALLEE
R010;131;LONGSART - BOSQUET
R02-;107;SOUS LE MONT DE BEEZ
R090;0;MONT DE BEEZ
R10-;731;FORET
R11-;160;GRANDS MALADES
S00-;206;MARCHE-LES-DAMES-CENTRE
S09-;24;BOIS DE FLOREFFE - FOND DE MARCHE - HAIGNEAUX
S10-;575;BAYET-WARTET -LA HAIE DU LOUP
S19-;160;WARTET-HAIE DU LOUP-HAB. DISP.
S21-;72;DIX BONNIERS
T00-;54;LIVES-SUR-MEUSE-CENTRE
T09-;22;LIVES-SUR-MEUSE - BOIS
T10-;217;BRUMAGNE-CENTRE
T19-;166;MOSANVILLE - BRUMAGNE OUEST
U00-;113;LOYERS-CENTRE
U010;459;CHAPELLE DE BELAIR
U020;689;LES COMOGNES ET VIVIS
U090;116;BOSSIME-BOSQUET(BOIS DU)
V00-;59;WIERDE-CENTRE
V01-;160;LAMBATIENE
V080;115;QUINAUX
V090;114;WIERDE-HABITATIONS DISPERSEES
V100;589;ANDOI-CENTRE
V112;303;LES COMOGNES
V191;37;ANDOI-HABITATIONS DISPERSEES
V210;351;LILLIPUT
W001;857;NANINNE-CENTRE
W010;166;JAUSSE
W022;285;LES ACQUIS - LES FLAWNEES
W032;48;LES MAQUETTES
W072;172;NANINNE PARC INDUSTRIEL
W081;1;BONNIERS
W091;24;LES BATIS
X00-;378;DAVE-CENTRE
X011;314;LES NOLETTES-LES FONDS DE DAVE
X021;69;RIVAGE
X032;365;FONDS DE DAVE
X08-;102;ECLUSE - BARRAGE
X090;29;BOIS
X182;10;FORT DE DAVE
X191;296;NEVIAU - SAINT-MARTIN
X292;0;ILE DE DAVE
Y00-;952;ERPENT-CENTRE
Y012;1102;BOIS WILLIAM - BASEILLES
Y022;317;TOURNOIRE - GRAND-TIGE
Y091;135;RUISSEAU D'ERPENT
Y191;40;BOIS BRULE
ZZZZ;24;NON LOCALISABLE DANS UN SECTEUR
A00-;705;LE TILLEUL
A01-;282;LE GROS D'OHEY
A02-;478;TAILLE GUERRY
A09-;268;OHEY-HABITATIONS DISPERSEES
B00-;609;HAILLOT-CENTRE
B01-;161;MATAGNE
B02-;366;GOLETTES
B032;85;MOULIN
B091;307;HAILLOT-HABITATIONS DISPERSEES
C00-;278;PERWEZ-CENTRE
C01-;165;BOIS DAME AGIS
C09-;43;PERWEZ-HABITATIONS DISPERSEES
D00-;80;GOESNES-CENTRE
D09-;9;GOESNES-HABITATIONS DISPERSEES
D10-;64;FILEE-CENTRE
D19-;90;FILEE-HABITATIONS DISPERSEES
E00-;141;JALLET-CENTRE
E09-;65;JALLET-HABITATIONS DISPERSEES
F00-;351;EVELETTE-CENTRE
F09-;106;EVELETTE - HABITATIONS DISP.
F10-;153;LIBOIS-CENTRE
F19-;27;LIBOIS-HABITATIONS DISPERSEES
F20-;28;TAHIER-CENTRE
F29-;6;TAHIER-HABITATIONS DISPERSEES
F30-;72;LA BOUCHAILLE
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;675;PROFONDEVILLE MEUSE
A01-;857;HAUT
A02-;535;LA HULLE
A032;176;BOREUVILLE
A041;539;BEAU VALLON
A052;77;CHATEAU DE LA HULLE
A063;1;DOUAIRE
A091;199;LA HULLE - HABITATIONS DISP.
A10-;107;BURNOT-CENTRE
A19-;52;BURNOT-HABITATIONS DIPSERSEES
B00-;578;LUSTIN-VILLAGE
B012;237;FONDS DE NIMES
B091;295;LUSTIN-HABITATIONS DISPERSEES
B10-;236;LUSTIN-GARE
B112;63;FONDS DELVAUX
B123;125;SAINT-THOMAS
B191;42;BOIS DE NIMES
B21-;403;FONDS DE LUSTIN
B291;86;TAILFER
B312;47;ROCHERS DE FRESNES
C000;212;RIVIERE-CENTRE
C012;293;LE BOIS LAITERIE
C08-;29;GRAND ILE
C091;25;LES BATIS - LES AUJES
D000;165;ARBRE-CENTRE
D090;91;ARBRE CAMPAGNE - BOIS CASTAGNE
D10-;135;BESINNE-CENTRE
D19-;167;BESINNE-HABITATIONS DISPERSEES
D29-;9;NEFFE - MONTIGNY
E001;284;LESVE - EGLISE
E012;315;LESVE-CENTRE
E023;230;BOIS DE GRAUX
E032;244;LES HAYETTES
E08-;637;LES FONDS - LA LEVEE
E091;125;LA BOUVERIE - LES MADELEINES
E10-;104;GILET-VILLE
E19-;337;CHEVAUCHOIR - FOND DE VAU
F00-;340;BOIS-DE-VILLERS-CENTRE
F01-;664;EL COU - CORNE FRANCHE
F02-;366;MAUSTA - BATI
F03-;468;SIX-BRAS
F042;325;CHENE A L'IMAGE
F052;169;CHESTIA
F081;221;AUX VIVIS
F091;266;L'ANGE - FRECHAU - MEURETTE
F183;225;STORDOIR - CHARLERIE
F192;164;HAUTE-CHARLERIE
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;843;SOMBREFFE-CENTRE
A01-;580;LA BUSE
A02-;535;ELVEAU
A030;637;SCOURMONT-OTTIAMONT-GIRONFONT.
A090;330;SOMBREFFE - HABITATIONS DISP.
A10-;131;BRUYERES-CENTRE
A19-;54;BRUYERES - HABITATIONS DISP.
A20-;208;ARDENELLE-CENTRE
A29-;9;ARDENELLE - HABITATIONS DISP.
B00-;299;TONGRINNE - VILLAGE
B01-;297;TONGRENELLE
B09-;289;QUART. NOBLE-PICHELIN-GR.BORNE
B10-;638;DOCQ - HUMEREE
B19-;200;POINT DU JOUR-CLE D'OR - RONCE
C000;541;BOIGNEE-CENTRE
C082;0;CROIX DE BOIS
C091;10;BOIGNEE-HABITATIONS DISPERSEES
C172;4;PARC INDUSTRIEL
C193;0;ENCLAVE DE KEUMIEE
D000;1991;LIGNY-CENTRE
D012;184;QUARTIER 1815
D091;388;LIGNY-HABITATIONS DISPERSEES
D113;58;PLOMCO
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;770;AUVELAIS-CENTRE
A010;993;RADACHE - PONT-A-BIESMES
A020;307;PARC - STATION
A03-;1313;AU VOISIN
A05-;670;LES TERMES - LA PECHERIE
A07-;15;USINES
A09-;216;SURMONT
A101;1533;SEURIS - GRIPPELOTTE - CENTRE
A112;509;SEURIS - BRUYERE
A19-;147;GRIPPELOTTE-BRUYERE-HAB. DISP.
A20-;1021;LE ROMINET
A21-;307;BOIS SAINTE-MARIE
A22-;178;LA SARTHE
A29-;111;LA LARRONNERIE
A37-;255;LA VACHERIE
B00-;825;ARSIMONT-CENTRE
B01-;266;LE GAY - GRAND'ROUTE
B020;565;HAUT BATY - CENTRE
B032;107;L'HARZEE
B08-;267;HAUT BATY - HABITATIONS DISP.
B091;264;TRY DE FOSSES - LES FERMES
C00-;655;FALISOLLE-CENTRE
C010;1120;LE BOSQUET - STE ANNE
C02-;191;LE ROTON
C030;835;LES PIERRERES
C04-;181;ST ROCH
C052;319;FALISOLLE - L'HARZEE
C081;65;LA PATURE-LES BOIS - HAB.DISP.
C090;134;BOIS DU LOUP - CLAMINFORGE
D00-;998;TAMINES-CENTRE
D010;1326;ACADEMIE
D020;430;FRANCAIS - ABATTOIR
D031;828;CAILLOUX - SOUPART
D072;68;PRE DES HAZ
D091;26;EMBARSINS
D101;1256;LES ALLOUX - SAINTE BARBE
D11-;501;LA PRAILLE
D122;268;VAL DE SAMBRE
D19-;343;ALLOUX-STE EUGENIE - HAB.DISP.
D202;1244;LES BACHERES
E00-;514;GORLI
E01-;1236;MALONNE
E08-;178;LE FORIET
E09-;0;SAMBRE RIVE
F00-;788;VELAINE-CENTRE
F011;851;LA DUVE
F02-;603;LE CULOT DU BOIS
F032;360;LES GOLETTES
F042;286;LE PRAHY
F081;117;LA CAMPAGNE DU BUISSON
F091;473;FAROT-TROU D'AMOT-POUDRIERE
F182;0;GRAND VAU
G00-;765;KEUMIEE-CENTRE
G012;82;CORTONOI
G091;0;KEUMIEE-HABITATIONS DISPERSEES
G191;4;QUIRINI (ENCLAVE KEUMIEE)
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;469;FORVILLE-CENTRE
A09-;31;BOIS BAULETTE
A10-;216;SERESSIA-CENTRE
A19-;7;SERESSIA - HABITATIONS DISP.
A29-;131;GOCHENEE
A30-;352;SERON-CENTRE
A382;160;PELAKI - LES ARSYS - PALAIS
A391;5;SERON-HABITATIONS DISPERSEES
B001;273;BIERWART-CENTRE
B012;195;OTEPPE
B09-;49;BIERWART - HABITATIONS DISP.
C00-;534;PONTILLAS-CENTRE
C09-;64;PONTILLAS - HABITATIONS DISP.
D00-;738;HINGEON-CENTRE
D09-;99;HINGEON-HABITATIONS DISPERSEES
E000;661;NOVILLE-LES-BOIS-CENTRE
E090;95;QUATRE VENTS - LES BEGUINETTES
E101;387;SART D'AVRIL
E112;192;QUAMBEAU
E191;109;TRONQUOY - FERNELMONT
E1PJ;10;TRONQUOY - PARC INDUSTRIEL
F00-;172;FRANC-WARET-CENTRE
F0PP;148;FRANC-WARET-HABITATION DISP.
F1PJ;7;TRONQUOY - PARC - INDUSTRIEL
G00-;650;MARCHOVELETTE-CENTRE
G09-;128;MARCHOVELETTE - HAB. DISP.
H00-;135;TILLIER-CENTRE
H09-;69;TILLIER-HABITATIONS DISPERSEES
J000;444;CORTIL-WODON-CENTRE
J090;201;CORTIL-WODON-HABITATIONS DISP.
J100;287;HAMBRAINE-CENTRE
J190;22;HAMBRAINE - HABITATIONS DISP.
K001;88;HEMPTINNE-CENTRE
K012;363;LA GOHIETTE
K023;44;HEMPTINNE FERMES
K09-;16;HEMPTINNE-HABITATIONS DISP.
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1981;JEMEPPE-CENTRE
A01-;268;CITE DES ROSES
A020;572;SUR LES TIENES -FOND DES CUVES
A032;530;LES CERISIERS
A043;573;COMOGNES - PRE FLEURI
A081;139;LES COMOGNES - HABIT. DISP.
A09-;225;ORNEAU OUEST
A101;733;GRAND BOIS -LES BRULES -CENTRE
A111;125;SOLVAY-HABITAT
A122;628;CITE DES ACACIAS
A172;0;SOLVAY INDUSTRIE
A190;255;GRAND BOIS-BRULES-HAB.DISP.-O
A21-;155;LA SARTE
B00-;347;BALATRE-CENTRE
B09-;246;BALATRE-HABITATIONS DISPERSEES
C00-;365;SAINT-MARTIN-CENTRE
C09-;174;SAINT-MARTIN-HABITATIONS DISP.
D00-;180;ONOZ-CENTRE
D01-;122;VAU
D09-;14;ONOZ - HABITATIONS DISPERSEES
E00-;1429;SPY-CENTRE
E01-;390;LA SAUVENIERE
E021;768;PAJOT
E03-;354;VIEILLE PLACE
E04-;226;LE CHAUFOUR
E052;227;CITE
E090;579;SPY - HABITATIONS DISPERSEES
E190;171;HORDIN
F000;477;MOUSTIER-CENTRE VILLAGE
F090;61;MOUSTIER - HABITATIONS DISP.
F10-;1029;FONTENELLE - GARE
F111;591;GLACERIES-CENTRE
F172;0;MOUSTIER ZONE INDUSTRIELLE
F190;221;BOIS FROIDMONT - CLAIRS CHENES
F20-;258;FROIDMONT-CENTRE
F29-;53;FROIDMONT - HABITATIONS DISP.
G00-;561;MORNIMONT-CENTRE
G07-;53;MORNIMONT ZONE INDUSTRIELLE
G100;345;LE RABOT - LONGWE-CENTRE
G190;96;BOIS - HABITATIONS DISPERSEES
H00-;1335;HAM-SUR-SAMBRE-CENTRE
H01-;458;PRAULE
H021;730;TROU DE FERAL
H03-;168;LES BOULIS
H042;313;PRISE DU BATY
H08-;181;CAMPAGNE D'EN HAUT-GRAND BOIS
H090;21;SAMBRE (VALLEE DE LA )
ZZZZ;2;NON LOCALISABLE DANS UN SECTEUR
A00-;962;EMINES-CENTRE
A012;331;TRIEU DES FRENES
A091;240;EMINES-HABITATIONS DISPERSEES
B00-;1079;RHISNES-CENTRE
B010;529;LIVOT
B02-;240;LIESSE
B091;116;RHISNES-HABITATIONS DISPERSEES
C000;640;BOVESSE-CENTRE
C012;131;LA HOULETTE - LES FERMES
C091;147;BOVESSE-HABITATIONS DISPERSEES
C113;39;MARETTE
D00-;565;SAINT-DENIS-CENTRE
D012;300;LE TRI
D023;116;LES TROIS BONNIERS
D08-;80;SAINT-DENIS-STATION
D091;269;SAINT-DENIS-HABITATIONS DISP.
E001;772;MEUX-CENTRE VILLAGE
E012;329;ALVAUX
E023;298;BAWTIA
E09-;640;MEUX - HABITATIONS DISPERSEES
F00-;210;VILLERS-LEZ-HEEST-CENTRE
F09-;203;VILLERS-LEZ-HEEST - HAB. DISP.
G00-;470;WARISOULX-CENTRE
G01-;175;RESPAILLE
G09-;107;WARISOULX - HABITATIONS DISP.
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;587;GEMBLOUX-CENTRE
A01-;1644;MANUFACTURE - LA VOTE
A021;1130;LEON NAMECHE
A03-;1115;COQUELET
A042;28;MOULIN DE L'ESCAILLE
A07-;917;GARE SUCRERIE
A091;240;ENEE-ANC.MOULIN-AGASSE-HAB.DI.
A100;1389;SAUVENIERE-CENTRE
A110;183;LA QUEUE-TERRE
A170;297;PARC INDUSTRIEL
A180;60;MOULIN MICHAUX
A190;115;BAUDECET - CONINSART
A20-;905;LONZEE-CENTRE
A210;287;TRY-ANSQUET
A220;571;BOIS HENRI
A29-;157;ARGENTON
A30-;450;GRAND MANIL-CENTRE
A310;313;ROCHETTE
A320;505;MALPLAQUEE - MOHA
A332;462;CHATEAU DE LA TOUR
A391;66;GRAND MANIL-HABITATIONS DISP.
A40-;1156;ERNAGE-CENTRE
A49-;101;ERNAGE-HABITATIONS DISPERSEES
A51-;1064;LE BRUTIA - CHAPELLE DIEU
A520;592;LE BATI DE FLEURUS
A592;587;A TOUS VENTS
A611;644;L'AGASSE - FRANCOIS BOVESSE
A622;325;LA MARCELLE
A632;732;BUISSON ST. GUIBERT
A693;6;PARC DE LATHUY
B00-;1313;GRAND-LEEZ-CENTRE
B01-;189;TARAVISEE
B022;212;ETANG
B082;0;LEEZ AUTOROUTE
B091;111;GRAND-LEEZ - HABITATIONS DISP.
B10-;481;PETIT-LEEZ-CENTRE
B19-;12;PETIT-LEEZ - HABITATIONS DISP.
C000;713;BEUZET-CENTRE
C010;219;LA BOURGOGNE
C090;61;BEUZET-HABITATIONS DISPERSEES
C10-;149;FEROOZ
C112;128;BAULOI-CENTRE
C191;32;BAULOI - PRE DU ROMBU
D00-;404;ISNES-SAUVAGE
D01-;126;ISNES-LES DAMES
D09-;321;ISNES-HABITATIONS DISPERSEES
E00-;310;BOSSIERE-CENTRE
E08-;78;VICHENET - HAUTE BISE
