CD_SECTOR;TOTAL;TX_DESCR_SECTOR_FR
11024ZZZZ;2;Non localisable dans un secteur
11025A00K;718;LINT-CENTRUM-WEST
11025A00L;825;LINT-CENTRUM-OOST
11025A00M;576;LINTSCHRANS-ZEVENHUIZEN
11025A01K;1389;KASTEELPARK
11025A02K;1896;LINT-MOLEN
11025A02L;256;REYNAERTSHOEK
11025A04K;1037;MOEDERHOEFSTRAAT
11025A05K;539;SCHRIJVERSWIJK-LERENVELD
11025A08K;128;GANZENBOL
11025A09K;1013;ROETAARD
11025A18K;79;LOOVERIJCK
11025A19-;43;LUITERSHEIDE
11029A00-;4893;OUDE-GOD
11029A01-;1614;TOMMELT
11029A02-;2158;HOF VAN RIETH
11029A041;317;FORTSTRAAT
11029A07-;165;VREDEBAAN
11029A10-;2182;MORTSEL - DORP
11029A11-;3367;SINT-JOZEF
11029A12-;1605;DRABSTRAAT
11029A13-;2165;SAVELKOUL
11029A14-;987;CANTECROY
11029A172;180;HEIRBAAN
11029A18-;0;FORT IV
11029A191;99;GASTHUISHOEVEN
11029A201;2831;LUITHAGEN
11029A211;1244;DIESEGHEM
11029A22-;289;OOSTERVELD
11029A232;130;AGFA-GEVAERT
11029A242;1307;TEN DORPE
11029A27-;347;VARENTHOF
11029A282;79;VLIEGVELD
11029A301;741;ZILVERBEEK
11029A372;32;SINT-AMEDEUS
11029ZZZZ;4;Non localisable dans un secteur
11030A00-;3674;NIEL-CENTRUM
11030A01-;1593;NIEL - DORP-OOST
11030A02-;1300;NIEL - DORP-WEST
11030A03-;1747;NIELSE MATEN
11030A052;1;NIEL - BIEZERD-WEST
11030A091;127;BROEK
11030A10-;2045;HELLEGAT - STEENBAKKERIJEN
11030A17-;545;POTAARDESTRAAT
11035A000;1511;RANST-CENTRUM
11035A01K;1607;WATERTOREN
11035A022;770;ZEVENBERGEN
11035A08-;634;SCHAPENVONDER - VREMDERHOEVEN (RANST)
11035A09K;155;PRINSENHOF
11035A10-;619;MILLEGEM
11035A20K;602;SPRUYTERSHOF
11035A29-;147;SCHAWIJK
11035A30K;277;STUYCK
11035A39K;68;HOGENAARD
11035B00K;1311;OELEGEM - HISTORISCH CENTRUM
11035B01K;493;DE SCHOM
11035B02-;820;EVERHOEK
11035B03K;1067;LINDBERG
11035B043;762;KNOD
11035B08K;40;ZWAAIKOM
11035B091;62;RUNDVOORT - VRIESEL
11035B19-;145;HALSE HOEK
11035B2MA;170;TER STRATEN
11035B2PK;98;DE KEER
11035C00-;1053;BROECHEM-CENTRUM
11035C01K;1009;HET LOO
11035C01L;472;HET NEST
11035C02K;485;BROECHEM-ZUID
11035C09K;1042;BIST
11035C09L;106;BROECHEMHOF
11035C19-;77;MOLLENT
11035C29K;66;SCHAPENVONDER - VREMDERHOEVEN (BROECHEM)
11035D001;916;EMBLEM-CENTRUM
11035D01K;307;HOOG - TONGEL - VEN - LEEUWERIK
11035D082;2;BOLLAAK
11035D0AK;491;HET TOREKEN
11035D0PK;377;BEGGEL NOORD
11035D10-;1949;HET ALLIERS
11035D19-;40;ALLIERS HEIDE
11035D29-;3;BRITSE BASIS
11035ZZZZ;2;Non localisable dans un secteur
1103710PQ;0;OUDE NETE-ARM
11037A01-;670;KLEINE LANDEIGENDOM
11037A02-;1404;STEENBERGHOEK
11037A032;155;MORENHOEK
11037A080;233;STEENBAKKERIJEN
11037A091;606;AUTOSNELWEG
11037A0ON;1492;RUMST-CENTRUM
11037A10-;574;VOSBERG
11037A19-;662;LAZERNIJ - HOGE VOSBERG
11037B00-;1136;TERHAGEN-KERN
11037B01-;842;1 MEI-BUURT
11037B022;390;MOLLEVELD
11037B091;484;STEENBAKKERIJEN
11037C000;1337;REET-CENTRUM
11037C010;824;REET-DORP-NOORD
11037C022;794;CLEMENSHOEK
11037C081;172;REET-VERSPR. BEW.-ZUIDWEST
11037C090;422;MORENHOEK - BEURS
11037C100;1226;DE VAART
11037C110;563;PREDIKHERENHOEVE
11037C12-;858;TURKIJE
11037C180;123;PIERSTRAAT
11037C19-;385;GROTE PAEPENDAELEN
11037C20-;338;STATIE
11037ZZZZ;2;Non localisable dans un secteur
11038A000;2770;SCHELLE-DORP
11038A010;2645;MIKMAN
11038A020;1496;MAAIENHOEK
11038A030;675;LAARHOEK
11038A04-;639;BOERENHOEK
11038A070;154;LAAR
11038A090;112;ZINKVAL - SPELTEN
11038A1AR;181;KOEKOEK
11038A1BR;10;TULPENAREN
11039A00-;1293;SCHILDE-DORP
11039A010;2250;LINDENHOEK
11039A02-;1132;SCHILDE-CENTRUM-TURNHOUTSEBAAN
11039A03-;640;DE REST
11039A04-;1277;PICARDIE
11039A081;640;SCHILDEHOF - SPREEUWENBERG
11039A09-;147;HET MOER
11039A10-;1309;BERGEN-ZUID
11039A11-;739;BERGEN-NOORD
11039A122;428;DE LOOCK
11039A20-;415;DEN DRIJHOEK-NOORD
11039A21K;1015;KLEINE WATERSTR.-SCHILDESTRAND
11039A22-;1425;STEIJNHOEVEN
11039A23-;860;HEIDEMOLEN
11039A28-;183;DEN DRIJHOEK-ZUID
11039A29-;89;KOUWENBERG
11039B000;1593;S GRAVENWEZEL-CENTRUM
11039B01-;1742;HERTEBOS
11039B02-;970;HOGE HAAR
11039B032;496;ZONNEBOS
11039B08-;329;S GRAVENWEZEL-VERSPR. BEW. ZUID-WEST
11039B091;59;OUDAAN - LAGE HAAR
11039B10-;964;BELLEMONT
11039B19K;320;HOF TER LINDEN
11039B19L;192;DE ZETTEN
11039ZZZZ;1;Non localisable dans un secteur
11040A00K;3020;CENTRUM
11040A01K;1622;CENTRUM-ZUID
11040A02K;807;KASTEELDREEF
11040A03K;3095;CENTRUM-WEST
11040A040;2152;ATHENEUM
11040A050;1532;BLOEMENDAAL
11040A06K;1976;AMERLO - KOPSTRAAT
11040A06L;847;SINT-FILIPPUS
11040A07K;274;BRAAMSTRAAT - PAPENAARDEKENSTRAAT
11040A091;1;GEMEENTEPARK
11040A0AA;639;DE LIST
11040A0PK;95;DOMEIN AMERLO - VORDENSTEIN - HORST
11040A0PL;28;INDUSTRIEPARK BRECHTSEBAAN
11040A10K;2519;DONK - LINDENLEI
11040A11K;1858;WOONPARK SCHOTENHOF
11040A12K;524;GEUZENVELDEN
11040A13K;847;WOONPARK BERKENRODE
11040A14K;1489;WOONPARK KONINGSHOF
11040A14L;361;WOONPARK LINDEHOF
11040A18K;477;PATAPPELTOREN
11040A18L;53;WIJTSCHOT - SLUIZENSTRAAT
11040A19K;1;IEPENBURG
11040A201;2127;DEUZELD-NOORD
11040A211;1294;DE LECK
11040A22K;510;WINKELSTAP (SCHOTEN)
11040A23K;610;KRUININGENSTRAAT
11040A24K;858;COGELSPARK
11040A25K;1631;DEUZELD - BOEKENBORG
11040A27K;166;BEDRIJVENZONE ALBERTKANAAL-NOORD
11040A29K;52;CALESBERG - BORGEIND
11040A30K;1302;ELSHOUT (FORTBAAN)
11040A312;92;LAARSEBEEKDREEF
11040A32K;489;WOONPARK HOF VAN SCHOTEN
11040A38K;38;BOTERMELK - LA GARENNE
11040A39K;535;DE ZEURT
11040A40K;590;TER HEIDE
11040A410;304;SAS 6
11040A480;12;ELSHOUTHEIDE
11040A49K;4;KLOOSTERVELD - DE ZWAAN
11040A50K;15;BREDABAAN
11040A67K;78;BEDRIJVENZONE ALBERTKANAAL-ZUID
11040ZZZZ;2;Non localisable dans un secteur
1104411PQ;0;ACHTERHOEK
11044A001;2733;STABROEK-CENTRUM-WEST
11044A010;217;LASSENHOF - HOOGEIND
11044A02-;326;S HERTOGENDIJK
11044A03K;2431;STABROEK-CENTRUM-OOST
11044A04K;1576;HAZEPAD
11044A0PN;123;FORT
11044A10-;1489;PUTTE - DRIEHOEK
11044A112;664;PLANTIJN
11044A191;29;RAVENHOF
11044A21-;795;GALGEVELD - WATERSTRAAT
11044B001;1830;HOEVENEN-CENTRUM
11044B012;1074;WITVEN
11044B022;4288;KREKELBERG
11044B091;260;POLDERS
11044B100;533;KREKELBERGSTRAAT - HOGE WEG
11044B11K;507;S HERTOGENDIJK - HOGE WEG
11044B19K;90;ETTENHOVENSE POLDER - VERSPREIDE BEWONING WEST
11044B19L;0;ETTENHOVENSE POLDER OOST
11044ZZZZ;5;Non localisable dans un secteur
11050A000;3495;WIJNEGEM-CENTRUM-NOORD
11050A01-;1542;WIJNEGEM-CENTRUM-ZUID
11050A02-;1312;KOOLSVELD
11050A03-;1361;RUGGEVELD
11050A04-;942;ZEVENBUNDER
11050A052;202;FORT
11050A073;36;DEN HOEK
11050A08-;1;WIJNEGEM HOF
11050A091;28;ERTBRUGGE
11050A100;610;STOKERIJ
11050A110;561;MOLENHEIDE
11050A19-;236;VERBRANDE HOF
11050A274;324;DORENBOS
11052A00-;1578;WOMMELGEM-CENTRUM
11052A010;1318;KALLEMENT
11052A02-;2010;SPORTCENTRUM - ST.-DAMIAANSTR.
11052A03-;657;DOORNAARDSTRAAT
11052A041;1691;HERENTALSE BAAN
11052A052;876;VERBRANDE  LEI
11052A072;175;DOORNBOOM
11052A08-;134;KAPELLEVELD
11052A09K;180;SELSAETEN - HEYAARD
11052A09L;145;DE PIETING
11052A100;1990;KANDONKLAAR
11052A110;573;VOGELZANG
11052A12-;166;VAN ASSCHESTRAAT
11052A180;273;GULKENRODE - FORT 2 - SCHRANSHOEVE - MOFFENHOEVE
11052A191;5;IMMERSEELVELD
11052A200;429;TERNESSELEI
11052A212;825;TIP
11052A28-;106;ROLLEBEEK-OOST
11052A290;141;GUDDEGEM
11052A3MA;14;SINT- JANS KAPEL
11052A3PA;277;BEEMDKANT-DE KEER
11052ZZZZ;1;Non localisable dans un secteur
11053A000;1946;WUUSTWEZEL-CENTRUM
11053A02K;831;BREKELEN
11053A03-;662;MOLENBERGEN
11053A04-;264;KRUISWEG
11053A052;1281;RIJSVENNEN
11053A091;907;STERBOS
11053A101;2095;GOOREIND-KERN
11053A11-;400;OUD GOOREIND
11053A12K;1797;GOOREIND - BREDABAAN
11053A132;978;GOED KOCH
11053A1AA;749;MARTENDIJK
11053A1BB;583;KEIENVEN
11053A1PA;349;AKKERVEKEN
11053A1QK;161;BOSDUIN-WEST
11053A1QL;8;BOSDUIN-OOST
11053A21-;170;WESTDOORN-KERN
11053A29-;379;WESTDOORN-VERSPREIDE BEWONING
11053A381;492;WITGOOR
11053A391;34;WOLFSHEUVEL
11053A400;1009;BRAKEN
11053A480;100;TEREIK
11053A49-;351;HUISHEUVEL - STEERTHEUVEL
11053A512;139;KRUISSTRAAT
11053A591;413;OUDERSEEL - HEIKEN
11053A61K;542;DE VLOEIKENS
11053A622;395;HOFAKKER
11053A681;384;GINHOVEN - C.O. BOSSEN
11053B000;2283;LOENHOUT-CENTRUM
11053B01-;117;NEERVEN
11053B022;384;MOLENAKKER
11053B033;591;HENNINGEN
11053B081;330;DE DONK - SPAPELHEIDE
11053B09-;318;SNEPPEL
11053B10-;83;TERBEEK
11053B18-;245;POPENDONK
11053B19-;147;HERSELING - VORSSINGERS
11053ZZZZ;24;Non localisable dans un secteur
1105410PQ;0;KLEINE BEEK
11054A00-;1523;ZANDHOVEN-CENTRUM
11054A01-;616;SCHALIENHOF
11054A02-;553;ZANDHOVEN UITBREIDING-ZUID
11054A0AA;511;BOGAEREVELDEN
11054A0BA;596;DE STEVENS
11054A0CB;329;DRIEHOEKSTRAAT
11054A0PA;384;HOFEINDE
11054A0QB;70;DONK
11054A19-;525;HOOIDONK
11054B00-;822;PULDERBOS-CENTRUM
11054B01-;506;MOLENHEIDE
11054B022;847;VIESENBOS
11054B08-;172;DE ROOSTEN - DRAAIBOOM
11054B091;523;GROTE EN KLEINE HEIDE
11054C00-;1203;PULLE-CENTRUM
11054C01-;535;ZANDHEIDE - KEULSE BAAN
11054C081;343;MENKHOEVEN - VROEGEINDE
11054C0AA;167;SLANGENBOS
11054C0PA;130;KRABBELS
11054C112;446;MENKHOEVEN-OOST
11054C19-;76;NEDERVIERSEL
11054D00-;739;VIERSEL-DORP
11054D08-;189;VEN
11054D0AA;184;HERENTALSEBAAN
11054D0PA;189;DE BERGEN
11054D19-;72;VIERSELDIJK
11054E00K;565;MASSENHOVEN-DORP
11054E01-;103;WATERSCHAP
11054E022;280;TULPENLAAN
11054E08-;196;LAMMERENBERG
11054E091;23;HOF VAN MASSENHOVEN
11054ZZZZ;6;Non localisable dans un secteur
11055A000;1897;ZOERSEL-CENTRUM
11055A02-;981;KREKELENBERG-VOORNE-MEERHEIDE
11055A03-;460;HET GELEG
11055A091;524;ZOERSELHOF
11055A0BP;866;KIEVIT
11055A0PN;512;EINHOVEN
11055A10-;1332;SINT-ANTONIUS-KERN
11055A11-;1468;SINT-ANTONIUS - KLINIEK
11055A142;658;JUKSCHOT
11055A152;1399;DE KNOD
11055A181;262;KWIKAARD
11055A191;37;DE WELVAART
11055A213;1728;RISSCHOT
11055A224;1245;ZOERSELHOEK
11055A235;781;SCHRIEKHEIDE
11055A242;228;SCHRIEKBOS
11055A293;162;ZOERSELBOS
11055A313;289;KAPELLENHOF
11055B000;1245;HALLE-CENTRUM
11055B010;547;LIEFKENSHOEK
11055B02-;246;DRIESHEIDE
11055B030;858;KATTENBERG
11055B080;394;MOLENEINDE
11055B090;217;HOOIDONKEINDE
11055B110;1808;DE PLOEG
11055B120;2623;HEIDEHOEVEN
11055ZZZZ;3;Non localisable dans un secteur
1105711PQ;0;ZALFENSE HEIDE
11057A00-;1233;WESTMALLE-CENTRUM
11057A010;1769;WESTMALLE - DORPSKOM-OOST
11057A02-;1066;KRUISPUNT
11057A03-;939;RUSTHUIS ZUSTERS
11057A042;294;GROOTAKKER
11057A091;263;SCHUUROVEN
11057A10-;987;SCHERPENBERG
11057A110;978;MOSTHEUVEL
11057A132;198;FABRIEK MINTJENS
11057A191;244;NOOITRUST
11057A3MW;58;INDUSTRIE WEST
11057A3PW;366;SCHEPERSDIJK
11057B00-;1583;OOSTMALLE-CENTRUM
11057B02-;726;HAARD - MEIR
11057B04-;974;HOOGSTRAATSEBAAN
11057B0MA;21;INDUSTRIE OOST
11057B0PA;748;RANDGEBIED OOSTMALLE
11057B1PN;31;BLOMMERSCHOT - SALPHEN
11057B212;334;HOGE WARANDE
11057B22-;679;SINT-LENAARTSE BAAN - DE DAAD
11057B233;1022;OOSTMALLE VERKAVELING NOORD
11057B314;785;KWAADLINDE
11057B32-;541;MOLENEIDE
11057B335;404;VOGELZANG - HAARD II
11057ZZZZ;5;Non localisable dans un secteur
12002A001;1132;BERLAAR - CENTRUM
12002A012;1944;BERLAAR - CENTRUM-ZUID
12002A023;1612;PLAS
12002A0AB;445;ELZENHOEK
12002A0PK;728;BERLAAR VERSPREIDE BEWONING ZUIDOOST
12002A19-;155;GESTEL
12002A200;1261;HEIKANT
12002A21-;510;MELKOUWEN
12002A29-;644;GANGELBERG
12002A300;2332;MOLENHOEK-KERN
12002A3MA;193;HELLEGAT
12002A3PK;321;BERLAAR VERSPREIDE BEWONING ZUIDWEST
12002A3PL;835;BERLAAR VERSPREIDE BEWONING NOORDWEST
12002ZZZZ;3;Non localisable dans un secteur
12005A00K;937;BONHEIDEN-CENTRUM-NOORD
12005A00L;1079;BONHEIDEN-CENTRUM-ZUID
12005A01-;1506;VAGEVUUR - IMELDAKLINIEK
12005A02-;1285;DORSTVELD
12005A032;651;CARDIJN - VENNEBOSSEN
12005A081;220;BERENTRODE
12005A091;372;VIJVERSTIJN
12005A10K;812;PUTSE STEENWEG - SINT-LUDWINA-ZUID
12005A10L;1206;PUTSE STEENWEG - SINT-LUDWINA-NOORD
12005A11-;380;DIEDONKEN
12005A122;326;BEFFERVELDEN
12005A183;10;MECHELS BROEK
12005A19K;254;ZELLAER
12005A19L;695;GROOTHOEVE
12005B00-;1031;RIJMENAM-CENTRUM
12005B01-;1318;HEIDE
12005B02K;175;KLOOSTERSTRAAT
12005B0PK;177;CASSENBROEK
12005B0PL;118;HOLLAKEN
12005B18-;928;HARENT
12005B191;87;PEULIS
12005B20K;361;MART-WEST
12005B20L;506;MART-OOST
12005B291;506;WEYNES
12005B39-;698;DOORNLAAR
12005ZZZZ;3;Non localisable dans un secteur
12007A001;4079;BORNEM-CENTRUM
12007A01-;1277;HOUTENMOLEN
12007A021;2479;GROTE HEIDE(ST.BERNARDUSABDIJ)
12007A032;481;RIJKENHOEK - DRIES
12007A043;510;OVER STATION
12007A052;562;DOREGEM
12007A073;568;INDUSTRIEPARK
12007A081;532;BORNEM-VERSPREIDE BEWONING
12007A09-;549;SCHELDEPOLDERS
12007A100;1186;BRANST
12007A112;514;KRAAIHOEVE
12007A122;1296;BRANDHEIDE
12007A183;32;KRAAIENBROEKEN(BORNEM)
12007A191;250;LUIPEGEM
12007B00-;1256;HINGENE-CENTRUM
12007B012;721;T ZAND - WATERINGEN
12007B081;289;HINGENE-VERSPREIDE BEWONING
12007B09-;390;POLDERS
12007B100;1655;WINTHAM
12007B20-;409;EIKEVLIET-KERN
12007B29-;40;EIKEVLIET-VERSPREIDE BEWONING
12007B3MA;40;KLEYN MECHELEN VELD - LODDERHEYDE
12007B3PA;191;BRANDERVELD EN SCHOONAERDEN
12007C00-;1364;MARIEKERKE-CENTRUM
12007C01-;746;HEIKANT
12007C082;30;MEERS
12007C091;300;KRAAIENBROEKEN(MARIEKERKE)
12007D00-;173;WEERT-KERN
12007D09-;310;SCHELDEPOLDERS
12007ZZZZ;3;Non localisable dans un secteur
12009A00K;1250;CENTRUM-WEST
12009A00L;319;KLEIPUT
12009A00M;781;MOLENVELD
12009A012;1178;MEERTSVELD
12009A02K;1051;ZEGERSHOEVE
12009A03K;585;KASTEEL TER ELST
12009A04K;530;SPORTCENTRUM
12009A054;510;RECHTSTRAAT
12009A072;110;DUFFEL INDUSTRIE
12009A08K;0;NETEVALLEI
12009A0MK;255;ROETAARD
12009A0PK;876;DE DUFFELSE BOSSEN
12009A0PL;57;BABBELBEEKSE BEEMDEN
12009A10K;1020;MIJLSTRAAT
12009A19-;959;ITTERBEEK
12009A20K;1281;KAPELBEEMDEN
12009A20L;1111;BORZEN
12009A21K;694;BRUGGELANDEN
12009A22K;1318;BUNDERKEN
12009A22L;538;MOURIAU
12009A232;228;ZANDSTRAAT
12009A282;1184;ZIJPSEVELDEN
12009A293;374;SCHAARUIT
12009A31K;955;WIJK GANZENKOOR
12009A31L;580;NOTMEIR
12009A322;347;ROOIENBERG
12009ZZZZ;9;Non localisable dans un secteur
12014A001;1063;BERG-CENTRUM
12014A01K;1214;HEIST-OP-DEN-BERG -STATIONSTR.
12014A022;1356;HEIST-OP-DEN-BERG -CENTRUM
12014A033;1357;OUDE TUINWIJK
12014A04K;611;BERG - WATERTOREN
12014A053;1782;HOF VAN RIEMEN
12014A0MB;485;INDUSTRIE TEN BOS
12014A0PB;436;SPORTCENTRUM LOSTRAAT
12014A19-;717;BRUGGENEINDE
12014A202;451;ZONDERSCHOT-KERN
12014A291;1548;ZONDERSCHOT-VERSPREIDE BEW.
12014A30-;623;GOOR
12014A31K;411;ACHTERHEIDE
12014A322;646;RASHOEVE
12014A391;1991;STEENPUTTEN
12014A49-;377;MUNKSBOSSEN
12014A50-;742;HEILIG - HART
12014A51-;327;WERF
12014A522;1484;KRUISPUNT - MORETUS
12014A5MA;511;INDUSTRIE HEISTSEN HOEK
12014A5PA;553;WERFT OF DE BIEKORF
12014B00K;1902;HALLAAR-KERN
12014B01K;452;SPEK
12014B023;777;BOONMARKT
12014B091;664;HALLAAR-VESPREIDE BEWONING
12014C00-;1561;ITEGEM-CENTRUM
12014C01K;1221;ITEGEM-CENTRUM-WEST
12014C022;510;GANZENAKKER
12014C033;346;ISSCHOT
12014C044;257;BEVELSE STEENWEG
12014C09K;448;ITEGEM - VERSPREIDE BEWONING - NOORDWEST
12014C09L;555;ITEGEM - VERSPREIDE BEWONING - OOST
12014C09M;88;ITEGEM - VERSPREIDE BEWONING - ZUID
12014C10-;215;ASSCHOP
12014C19-;703;HEESTEN
12014D001;1186;WIEKEVORST-KERN
12014D010;1945;WIEKEVORST-UITBREIDING-ZUIDUID
12014D022;325;WITTE GRACHT
12014D08-;118;WIEKEVORST -VERSPR. BEW. -OOST
12014D090;312;WIEKEVORST-VERSPR.BEW.-NOORDW.
12014E001;1568;BOOISCHOT-CENTRUM
12014E01-;412;BOOISCHOT -STATION-N. -SPOORW.
12014E022;241;HOEK
12014E032;476;HEIVELDEN
12014E091;613;BOOISCHOT-VERSPREIDE BEWONING
12014E10K;1303;PIJPELHEIDE-KERN
12014E11-;341;BOOISCHOT -STATION-Z. -SPOORW.
12014E12K;1104;MOER
12014E19K;889;PIJPELHEIDE - VERSPREIDE BEWONING - WEST
12014E19L;52;PIJPELHEIDE - VERSPREIDE BEWONING - OOST
12014E29-;197;KERKEBOSSEN
12014F00K;1254;SCHRIEK-CENTRUM
12014F01-;324;NIEUWE WIJK
12014F022;542;KAPELLEKESDREEF
12014F091;2100;SCHRIEK-VERSPREIDE BEWONING
12014F10K;195;GROOTLO-KERN
12014F18-;210;KOUWLEZEN
12014F19-;623;DONKEN
12014ZZZZ;9;Non localisable dans un secteur
12021A00-;1988;LIER-CENTRUM-WEST
12021A01K;978;LIER-CENTRUM-ZUIDOOST
12021A02K;2261;BINNENRAND-ZUIDOOST
12021A03K;1680;BINNENRAND-NOORDWEST
12021A03L;660;BINNENRAND-ZUIDWEST
12021A04K;503;MOL
12021A04L;561;HERDERIN
12021A051;2059;BOOMLAAR
12021A10K;904;HEILIGE FAMILIE-NOORDWEST
12021A10L;1293;HEILIGE FAMILIE-ZUIDWEST
12021A111;168;KLOOSTERHEIDE
12021A122;691;BIST
12021A13K;608;HEILIGE FAMILIE-OOST
12021A18-;184;NAZARET
12021A19-;999;FORT
12021A200;3127;MECHELSESTEENWEG-BINNENRING
12021A21K;1160;MECHELSESTEENWEG-BUITENRING
12021A29K;776;LACHENEN
12021A301;3073;KOMEET
12021A311;1778;ZEVENBERGEN
12021A322;1143;AUSTRALIË
12021A333;972;PANNENHUIS
12021A34K;865;DONK-KAPMES
12021A40K;2099;LISP-ZUID
12021A40L;1315;LISP-NOORD
12021A41K;967;BOGERSE PLASSEN
12021A422;282;BELLE VUE
12021A47K;105;MALLEKOT
12021A47L;78;HAGENBROEK
12021A4MK;39;DUWIJCK
12021A4PK;303;LIER-NOORDWEST
12021A512;439;BEUNT
12021B00K;2634;KONINGSHOOIKT-CENTRUM
12021B023;332;T LAMMEKEN
12021B0MK;0;KONINGSHOOIKT-INDUSTRIE
12021B0PK;1480;HAZENDONK-TALLAART
12021ZZZZ;13;Non localisable dans un secteur
12025A00-;733;CENTRUM - GROTE MARKT
12025A011;1019;VLIETSE
12025A02-;1363;WINKELCENTRUM BRUUL - IJZERENLEEN
12025A031;839;MELAAN
12025A041;288;AARTSBISDOM
12025A05-;800;GASTHUIS
12025A06-;2759;ONZE-LIEVE-VROUWKERK
12025A10-;2533;MECHELEN - STATIONSWIJK
12025A11-;1168;COMET - KONINGIN ASTRIDLAAN
12025A12K;1245;WINKETBRUG
12025A12L;1383;KOOLSTRAAT
12025A131;574;BETHANIENPOLDER - KERN
12025A182;55;BETHANIENPOLDER - DIJLE
12025A192;91;STUIVENBERG - VERSPREIDE BEWONING
12025A20-;3132;PENNEPOEL
12025A21-;1171;KLEIN MALINOIS
12025A22-;2218;KAZERNE
12025A23K;1314;MONTREAL ST MAARTEN
12025A245;207;LIERSESTEENWEG NOORD
12025A25K;257;KAUWENDAAL - KERN
12025A29K;80;SINT-MAARTEN
12025A29L;11;KAUWENDAAL
12025A301;3229;NEKKERSPOEL - NIJVERHEIDSTRAAT
12025A31-;1469;PAPENHOF
12025A32-;734;GROTE NIEUWEDIJK
12025A332;2165;NEKKERSPOEL - LAKENMAKERSSTRAAT
12025A342;737;PASBRUG
12025A39-;61;MECHELS BROEK
12025A401;2349;HOMBEEKSESTEENWEG - SCHONENBERG
12025A410;2373;KRUISBAAN
12025A42-;1761;RIDDER DESSAINLAAN
12025A430;469;NIEUWE WATERTOREN
12025A441;1424;STUIVENBERG - KERN
12025A45-;798;ZEMSTBAAN
12025A462;1701;SINT-JAN-BERCHMANS
12025A470;78;INDUSTRIEPARK - ZUID
12025A480;39;HALFGALG
12025A49-;19;VRIJBROEKPARK
12025A50-;2596;TERVUURSESTEENWEG - COLOMA
12025A51-;621;VOETBALSTADION
12025A521;1345;ESDOORN
12025A532;2555;GEERDEGEMVELD
12025A57-;107;JUBELLAAN - INDUSTRIE
12025A580;34;BAREBEEK
12025A60-;817;SABBESTRAAT - SCHIJFSTRAAT
12025A61-;1663;OUD OEFENPLEIN
12025A620;2160;OUDE ANTWERPSEBAAN
12025A631;186;MAROKKEN
12025A64K;360;VUURKRUISENPLEIN
12025A64L;938;OTTERBEEK-TIVOLI
12025A662;1794;GALGEBERG
12025A67-;180;INDUSTRIEPARK - NOORD
12025A69K;91;KEERDOK-MALINAS
12025A69L;4;RODE-KRUISPLEIN
12025A6MJ;166;VROUWVLIET
12025A70-;2881;LEUVENSESTEENWEG
12025A77K;197;RAGHENO-NOORD-CENTRALE WERKPLAATS
12025A77L;33;RAGHENO-ZUID
12025A7MJ;161;VORMINGSTATION - GOEDERENSTATION
12025A80-;799;BATTEL
12025A810;1354;BATTELSESTEENWEG
12025A82-;543;BATTELBRUG
12025A830;616;BARON EMPAINLAAN
12025A84-;265;WARANDE
12025A88-;199;ROBBROEK
12025A899;230;ZENNEGAT
12025A912;1202;KRUIDTUIN - KLEIN SEMINARIE
12025A921;2027;ADEGEMSTRAAT
12025A932;873;BEGIJNHOF
12025A942;1523;HEEMBEEMD
12025A952;1066;KONINGIN ASTRIDLAAN - BINNENSTAD
12025B000;1567;HOMBEEK - CENTRUM
12025B01-;169;DRIES
12025B020;787;HET HEIKEN - PLEIN
12025B032;486;HOMBEEK - KAZERNE
12025B042;148;PIKKERIE
12025B081;410;BOSKANT
12025B091;958;KLEIN-GENT - TOREKENS
12025C00-;643;LEEST - KERN
12025C01-;307;DE KNIP
12025C022;785;VINKSTRAAT
12025C091;1000;LEEST - VERSPREIDE BEWONING
12025D00-;651;HEFFEN - KERN
12025D012;717;HEIBEEK
12025D091;863;HEFFEN - VERSPREIDE BEWONING
12025E001;1265;WALEM-CENTRUM
12025E012;700;ROZENDAAL
12025E08K;0;WALEM FORT
12025E08L;0;BLANKAART
12025E0PN;123;BATTENBROEK
12025F00-;1020;MUIZEN - CENTRUM
12025F01-;214;VRIJEVELDEN - GEITENBERG
12025F02-;409;VENNEWIJK - KERN
12025F032;879;VENNE
12025F041;220;SPOORWEG-NOORD - VERSPREIDE BEWONING
12025F052;187;BEUK
12025F091;3;PLANCKENDAEL
12025F102;435;WILLENDRIES - KERN
12025F191;254;WILLENDRIES - BAREBEEK
12025F200;1454;SINT-ALBERTUS - KERN
12025F290;197;SINT-ALBERTUS - VERSPREIDE BEWONING
12025F312;234;MUIZENBRUG
12025F391;307;MUIZENHOEK
12025ZZZZ;31;Non localisable dans un secteur
12026A00-;878;NIJLEN-CENTRUM
12026A01-;2534;DORSEL
12026A02-;1555;BOSHOEK
12026A040;3012;TUINWIJK
12026A05-;1231;ACHTERBIEST
12026A09-;197;NIJLEN-VERSPREIDE BEWONING
12026A0PN;318;MOL-TER-NETE
12026A111;1458;LILLO
12026A122;2612;GOORKANT
12026B00-;1680;BEVEL-KERN
12026B01-;336;HEIKANT
12026B09-;287;BEVEL-VERSPREIDE BEWONING
12026C000;2247;KESSEL-CENTRUM
12026C012;1460;KRIJGSVELD - VOETWEG
12026C080;517;BOGAERTSHEIDE - OEFENPLEIN
12026C09K;573;FORT - HOGE HEIDE - BLAUWEN HOEK
12026C10-;1278;KESSEL - STATION
12026C112;1138;BIST
12026C123;295;DEN AARD
