CD_SECTOR;TOTAL;TX_DESCR_SECTOR_FR
63075D190;24;CHAUVEHEID - CAMPAGNE
63075D209;115;HABIEMONT - OUFNY
63075D290;61;LA PLATTE
63075D30-;26;NEUCY
63075D31K;57;NEUFMOULIN
63075D39-;29;BERGIVAL
63075E00-;118;LORCE-CENTRE
63075E09K;74;RUISSEAU DU PANHON NORD
63075E10-;77;CHESSION
63075E19K;50;CHESSION HAB. DISP.
63075E20K;76;TARGNON
63076A00-;886;THEUX-CENTRE
63076A01-;390;THEUX STATION
63076A02K;405;ROUTE DE VERVIERS - TORTAIFONTAINE
63076A03K;372;ROUTE DE CONTOURNEMENT
63076A10K;124;FRANCHIMONT
63076A10L;90;MARCHE
63076A10M;151;CHAUFHEID
63076A11K;541;SPIXHE
63076A11L;71;SAINT ROCH
63076A12K;216;STAMEU
63076A16K;27;SASSEROTTE WEEKEND
63076A18K;204;SASSOR
63076A19K;18;BOIS DE STANEUX
63076A28K;48;STATION DE LA REID
63076A299;40;MARTEAU-SPALOUMONT
63076A40K;186;JEVOUMONT
63076A49K;144;VIEUX CORTIL
63076A50K;148;MONT
63076A51K;143;HODBOMONT
63076A69-;191;RONDE HAIE
63076A700;856;JUSLENVILLE-CENTRE
63076A71K;379;JUSLENVILLE PETITE
63076A71L;157;JUSLENVILLE GARE
63076A78K;177;POUILLOU - FOURNEAU
63076A79K;143;JUSLENVILLE - HAB. DISP.
63076A80K;350;ONEUX CENTRE
63076A89K;224;ONEUX-HABITATIONS DISPERSEES
63076B00K;375;POLLEUR-CENTRE
63076B062;12;WEEK-END HOEGNE
63076B09K;124;XHAVEE
63076B09L;164;SUR LES TRIXHES
63076B09M;17;SARPAY
63076B09O;453;PRE MATHY - EWEREVILLE
63076B10K;163;FAYS
63076B20K;288;PETIT JONCKEU
63076B20L;146;TRANSVAAL
63076B30K;839;JEHANSTER
63076C00K;448;LA REID
63076C01K;689;CANADA - LES COURS - JEHOSTER - BANOYARD
63076C08K;162;HAUTREGARD
63076C09K;190;HESTROUMONT
63076C19-;50;MARTEAU
63076C20-;128;WINAMPLANCHE-CENTRE
63076C29-;53;WINAMPLANCHE - HAB. DISP.
63076C3AK;483;DESNIE
63076C3PK;111;VERT BUISSON
63076C40-;135;BECCO - CENTRE
63076C462;301;MENOMBU
63076C49K;83;BECCO-HABITATIONS DISPERSEES
63076C49L;49;BOIS RENARD
63079A00-;2566;VERVIERS-CENTRE
63079A01-;1138;PLACE VERTE
63079A02-;288;NOTRE DAME DE RECOLLETS
63079A03-;1254;GARES CENTRALE ET OUEST
63079A04-;470;MAMELON VERT
63079A101;961;SAINT-REMACLE
63079A11-;1141;PRES JAVAIS
63079A172;235;QUARTIER EST
63079A19K;323;QUARTIER DE LA CITE
63079A20K;929;QUARTIER DU PANORAMA
63079A21K;552;CITE JEAN HENNEN
63079A30K;1777;MANGOMBROUX
63079A31K;2800;QUARTIER DES HOUGNES
63079A32K;1007;BIELMONT
63079A40K;2640;RUE DU PALAIS
63079A41K;1543;QUARTIER DES BOULEVARDS
63079A42K;1541;RUE DES DEPORTES
63079A50K;823;GERARD-CHAMPS
63079A60K;1573;HODIMONT
63079A61K;1749;SAINT ANTOINE
63079A61L;1235;RUE DE DISON
63079A62K;932;HAUTES MEZELLES
63079B00K;911;STEMBERT-CENTRE
63079B01K;1106;STEMBERT - RUE DE HEVREMONT
63079B02K;554;STEMBERT CHAINEUX
63079B07K;15;PARC INDUSTRIEL (STEMBERT)
63079B09K;27;HALLEUR
63079B0AK;776;STEMBERT SAINT-NICOLAS
63079B10K;515;RUE DE JALHAY
63079B11K;655;BASSE VOIE
63079B20K;2587;PANORAMA(STEMBERT)
63079B20L;840;DESONAY
63079B21K;1271;LINAIGRETTES
63079B30K;158;SURDENTS
63079B31-;71;HAUTE-CROTTE
63079B39K;38;BRONDE
63079C001;846;HEUSY-CENTRE
63079C01K;495;VIEUX CHENE
63079C01L;376;FLORIKOSSE
63079C02K;934;SEROULE
63079C03K;290;SAWAY
63079C03L;231;PRINCE BAUDOUIN
63079C0AK;247;ROUHEID
63079C10K;636;REINE ASTRID
63079C11K;1110;THIERVAUX
63079C12K;523;LES FONTAINES
63079D31K;815;BEAU-VALLON
63079D381;10;BOIS DE JALHAY
63079D49K;114;BOVERIE
63079D4AK;406;FERME MODELE
63079D4AL;159;LIBERATION
63079D4PK;216;JONCKEU
63079D91K;282;CHEVAL BLANC
63079E00K;1612;ENSIVAL-CENTRE
63079E01K;1072;BOIS GODIN
63079E03K;453;GARE
63079E04K;687;VELODROME - ENSIVAL
63079E05K;455;GERARDHEID
63079E09K;275;HAUTE FOLIE
63079E09L;122;MAISON-BOIS
63079F00K;692;LAMBERMONT-CENTRE
63079F01K;752;BEAU-SITE
63079F01L;208;TAILLIS - DEBATISSE
63079F072;11;LAMBERMONT - PARC INDUSTRIEL
63079F09K;135;LAMBERTMONT -HAB. DISP. NORD
63079F11K;1015;BELLE-VUE
63079F20K;155;FRANCOMONT
63079G00K;1592;PETIT-RECHAIN-CENTRE
63079G01K;263;PETIT-RECHAIN - LES CERISIERS
63079G01L;244;PETIT-RECHAIN - RUE DE BATTICE
63079G02K;464;TILLET
63079G072;6;PARC INDUSTRIEL-PETIT-RECHAIN
63079G081;229;BONVOISIN
63079G09K;150;TOURELLES
63079G09L;230;PATURAGES
63079G19K;421;THIER DE HODIMONT
63079G29K;151;MANAIHANT - BOIS DE RECHAIN
63079ZZZZ;42;Non localisable dans un secteur
63080A00K;1679;WAIMES-CENTRE
63080A01K;227;STEINBACH - REMONVAL
63080A02K;123;LIBOMONT - ESPERANCE
63080A032;147;ELAN
63080A09K;88;WAIMES-HABITATIONS DISPERSEES
63080A100;356;ONDEVAL-CENTRE
63080A190;81;ONDEVAL-HABITATIONS DISPERSEES
63080A20-;426;TIRIMONT-CENTRE
63080A29-;119;TIRIMONT - HABITATIONS DISP.
63080A30-;113;BRUYERES-CENTRE
63080A39-;39;BRUYERES - HABITATIONS DISP.
63080A40-;134;CHAMPAGNE-CENTRE
63080A41-;144;GUEUZAINE-BELAIR
63080A490;52;CHAMPAGNE-GUEUZAINE -HAB.DISP.
63080A500;123;WALK-CENTRE
63080A590;60;WALK - HABITATIONS DISPERSEES
63080A61K;74;FAYMONVILLE EXTENSION WAIMES
63080B00K;481;ROBERTVILLE-CENTRE
63080B01K;140;OUTRE-WARCHE
63080B09K;121;ROBERTVILLE-HABITATIONS DISP.
63080B100;534;OVIFAT-CENTRE
63080B112;67;OVIFAT - LAC
63080B191;156;OVIFAT-HABITATIONS DISPERSEES
63080B20K;431;SOURBRODT - CENTRE
63080B21K;389;BOSFAGNE-COIN BOIS-LES CENSES
63080B22K;318;SOURBRODT - GARE
63080B39-;4;FAGNE WALLONNE - BOTRANGE - PANNENSTERZ
63080C000;769;FAYMONVILLE-CENTRE
63080C09-;165;FAYMONVILLE-HABITATIONS DISP.
63084A00K;2358;WELKENRAEDT-CENTRE
63084A03K;722;WELK.CENTRE OUEST
63084A03L;433;KENNEDY
63084A03M;1116;LA BRUYERE
63084A03O;734;HANGAR
63084A040;254;LANCEAUMONT
63084A07K;275;ZONING - STATION
63084A08K;1033;WELKENRAEDT NORD
63084A4MK;802;MITOYENNE
63084B00K;689;HENRI-CHAPELLE-CENTRE
63084B090;682;HENRI-CHAPELLE-HAB. DISP.
63084B1JK;86;VIVIER
63084B1PK;326;MAISON BLANCHE
63084B1PL;90;RUYFF
63084B29-;371;HOCHELBACH - PANCHERELLE
63084B39-;344;QUATRE CHEMINS
63084B69K;204;HOOF
63084ZZZZ;2;Non localisable dans un secteur
63086A00K;387;TROIS-PONTS-CENTRE
63086A01K;184;TROIS-PONTS-CENTRE SUD
63086A01L;41;TROIS-PONTS-LA SALM AMONT
63086A042;65;RAU DE BODEUX
63086A08K;50;HENRIMOULIN
63086A08L;77;TROIS-PONTS - AV. J. LEJEUNE
63086A09K;198;TROIS-PONTS - NORD OUEST
63086A09L;0;TROIS-PONTS - FORET SUD
63086A100;43;SAINT-JACQUES
63086A12-;54;BERGEVAL
63086A162;13;LES GOTTALES
63086A18K;149;MONT DE FOSSE
63086A191;12;FAGNE DE BERGEVAL - ST-JACQUES CAMPAGNE - BANHAYE - HAMBA
63086A20-;16;FOSSE
63086A29-;5;FOSSE FAGNE - MAMONT
63086A30-;33;BRUME
63086A39K;8;LIVIESSE-RAMONSTER-TOIRBAILEU- BRUME-LACS SUPERIEURS
63086B00-;67;WANNE-CENTRE
63086B01-;17;WANNERANVAL
63086B09-;3;WEGIMONT-BAIRSOU-BONNESOUMONT
63086B10-;113;HENUMONT
63086B19-;32;BELLE FEMME - HOPON - BOUYIRE
63086B20-;60;LOGBIERME-CENTRE
63086B29-;6;LOGBIERME CAMPAGNE - ROCHE MICHELOT-MOUHIPRE - WEDETCHES
63086B30-;44;LA VAUX-CENTRE
63086B31-;9;NEUVILLE
63086B32K;51;SPINEUX-CENTRE
63086B39-;33;LAVAUX - SPINEUX CAMPAGNE TOMBEUX - COQUAIMONT
63086B400;19;ROCHELINVAL-CENTRE
63086B490;1;ROCHELINVAL - BOIS
63086B50-;109;STATION - TROIS-PONTS
63086B52-;73;COO SUD
63086B563;2;BEAU RIVAGE
63086B582;0;VALLEE DE LA SALM AMONT
63086B591;10;DERRIERE SPAI
63086B60-;95;AISOMONT
63086B69-;50;SEPT MONTAGNES - REMIHE
63086C00-;270;BASSE-BODEUX-CENTRE
63086C09-;103;BASSE-BODEUX-HABITATIONS DISP.
63086C10-;50;HAUTE-BODEUX-CENTRE
63086C19-;14;HAUTE-BODEUX-HABITATIONS DISP.
63087A00-;222;THOMMEN-ZENTRUM
63087A09-;32;THOMMEN-ZERSTREUTE BEWOHNUNG
63087A100;207;GRUFFLINGEN-ZENTRUM
63087A190;112;GRUFFLINGEN- ZERSTR. BEWOHNUNG
63087A200;364;OUDLER-ZENTRUM
63087A29K;54;OUDLER-ZERSTREUTE BEWOHNUNG
63087A30K;233;ESPELER-ZENTRUM
63087A390;24;ESPELER-ZERSTREUTE BEWOHNUNG
63087A400;304;ALDRINGEN-ZENTRUM
63087A490;38;ALDRINGEN-ZERSTREUTE BEWOHNUNG
63087A50-;343;MALDINGEN-ZENTRUM
63087A590;14;MALDINGEN-ZERSTREUTE-BEWOHNUNG
63087A60-;159;BRAUNLAUF-ZENTRUM
63087A61K;48;WEISTEN
63087A69K;86;BRAUNLAUF-ZERSTR. BEW.
63087A70-;53;MASPELT-ZENTRUM
63087A79-;45;MASPELT-ZERSTREUTE BEWOHNUNG
63087B000;234;REULAND-ZENTRUM
63087B010;22;WEVELER
63087B02K;21;STOUBACH
63087B032;22;QUART
63087B09K;37;REULAND - ZERSTREUTE BEWOHNUNG
63087B09L;56;WEVELER MUHLE KOLLER BAHNHOF -ZERSTREUTE BEWOHNUNG
63087B10-;64;STEFFESHAUSEN
63087B19-;53;STEINKOPF - ALTERBERG - EICHENBUSCH
63087B20K;124;OUREN - PETERSKIRCHE
63087B22K;41;OBERHAUSEN
63087B300;146;LASCHEID
63087B39K;68;ASPEN - RICHTENBERG - HOLLENBACH - LASCHEIDERWEG
63087B40-;82;BRACHT
63087B49-;21;HOMERSCHLEID - THOMMERBERG - KURZENBORN
63087B50-;74;AUEL
63087B59-;45;ZWISCHEN OUR WINTERSPELTERBACH
63087B60-;87;LENGELER-ZENTRUM
63087B61K;62;MALSCHEID
63087B69K;88;LENGELER- ZERSTR. BEWOHNUNG - LENGELER BAHNHOF
63087B70-;141;DURLER-ZENTRUM
63087B79-;42;DULERHOF - LEISHART - DURLER MUHLE - DURLER KANAL
63087B80-;38;ALSTER-ZENTRUM
63087B89-;55;ALSTERWALD
63087ZZZZ;1;Non localisable dans un secteur
63088A00K;1050;GEMMENICH-CENTRE
63088A01K;209;GEMMENICH - EXTENSION-N.-E.
63088A022;128;VOLKERICH-CENTRE
63088A06K;225;GRAAF
63088A08K;91;VOLKERICH-HABITATIONS DISP.
63088A09K;186;BOTZELAAR - LOCH
63088A10K;513;RUE DE MORESNET-CENTRE
63088A19K;466;GEMMENICH SUD
63088A29-;83;ROERBERGERHEIDE
63088A363;0;KONTIKI
63088A39K;174;SCHROUBEL - TERSTRAETEN
63088B00-;265;MORESNET-CENTRE
63088B01K;329;ROUTE DE KELMIS
63088B02K;371;ROUTE DE MONTZEN
63088B09K;134;MORESNET - HABITATIONS DISP.
63088B09L;138;MORESNET - HABITATIONS DISP. EST
63088B09M;124;BAMBUSCH
63088B10K;675;LA CHAPELLE
63088B19K;101;LA CHAPELLE - HAB. DISP.
63088C00K;1083;MONTZEN-CENTRE
63088C09K;673;MONTZEN-HABITATIONS DISPERSEES
63088C19K;188;BIRKEN
63088C20K;708;MONTZEN - GARE
63088C2MK;0;GARE DE MONTZEN ET ENTREPOTS
63088C30K;582;PLOMBIERES PLACE-PETIT SPA
63088C39K;201;PLOMBIERES WINDT
63088D000;393;HOMBOURG-CENTRE
63088D01K;203;RUE DE REMERSDAEL
63088D09K;593;HOMBOURG - HABITATIONS DISP.
63088D19-;161;HINDEL
63088D20K;470;PLOMBIERES
63088D29K;41;PLOMBIERES - HABITATIONS DISP.
63088E00K;156;SIPPENAEKEN-CENTRE
63088E09K;94;SIPPENAEKEN-HABITATIONS DISP.
63088ZZZZ;6;Non localisable dans un secteur
63089A00K;763;THIMISTER-CENTRE
63089A08K;552;ENTRE AUTOROUTE &CHEMIN DE FER
63089A09K;219;STOCKIS - MARGENSAULT
63089A19-;391;AUTOROUTE SUD
63089A20K;617;LA MINERIE - BEFVE
63089A2AK;678;LA MINERIE (COTE ROUTE D'AUBEL)
63089B00K;269;CLERMONT-CENTRE
63089B0AA;208;BLOCKHOUSE, BAUDOUINTHIER, TRIBEZONE
63089B0PK;282;CLERMONT HAB. DISP.
63089B0PL;309;ELSAUTE
63089B0PM;215;CRAWHEZ
63089B10-;55;FROIDTHIER
63089B18-;319;LA STREE
63089B19-;475;TILLEUL - CHAPELLE DES ANGES BOIS CORBILLON
63089B29-;157;BRUYERES - BACH
63089B39-;75;QUOIDBACH - VLAMERIE
64008A00K;1320;BERLOZ-CENTRE
64008A09K;108;BERLOZ-HABITATIONS DISPERSEES
64008B000;498;ROSOUX-CENTRE
64008B09K;96;ROSOUX-HABITATIONS DISPERSEES
64008B10-;189;CRENWICK-CENTRE
64008B19K;7;CRENWICK - CAMPAGNE
64008C000;835;CORSWAREM-CENTRE
64008C010;257;ROUTE DE SAINT-TROND
64008C09K;84;CORSWAREM - CAMPAGNE
64015A00-;756;BRAIVES-CENTRE
64015A09-;304;BRAIVES-MEHAIGNE-N.- HAB.DISP.
64015A10-;411;BRIVIOULLE
64015A19-;1;LA TOMBE
64015B00-;277;TOURINNE-CENTRE
64015B0PP;2;CAMPAGNE DE TOURINNE
64015C00-;366;LATINNE-CENTRE
64015C01-;294;HOSDENT
64015C082;51;LATINNE - MEHAIGNE SUD
64015C091;67;LATINNE - HABITATIONS DISP.
64015D00-;370;FALLAIS-CENTRE
64015D080;74;FALLAIS MEHAIGNE NORD
64015D10-;181;PITET
64015D180;55;FALLAIS MEHAIGNE SUD
64015E00-;189;FUMAL-CENTRE
64015E01-;291;FUMAL CENTRE RIVE GAUCHE
64015E082;1;MOZON - FALIHOU
64015E091;69;HOUGNEE
64015F00K;750;VILLE-EN-HESBAYE-CENTRE
64015F09K;52;VILLE-EN-HESBAYE-CAMPAGNE
64015G00-;1030;CIPLET-CENTRE
64015G09-;184;CIPLET-HABITATIONS DISPERSEES
64015H00K;695;AVENNES-CENTRE
64015H09K;0;AVENNES - CHAMPS NORD
64015H09L;6;AVENNES - CHAMPS SUD
64021A00K;658;CRISNEE
64021A00L;351;CRISNEE - GRAND ROUTE
64021A10K;243;ODEUR
64021A10L;154;ODEUR - GRAND ROUTE
64021A30K;622;KEMEXHE-CENTRE
64021A39K;202;KEMEXHE - HAB. DISP.
64021A40K;679;FIZE-LE-MARSAL-CENTRE
64021A49K;64;FIZE-LE-MARSAL - HAB. DISP.
64021A50K;322;THYS
64021A50L;278;THYS - GRAND ROUTE
64023A00K;385;DONCEEL-CENTRE
64023A09K;0;DONCEEL - CAMPAGNE OUEST
64023A09L;4;DONCEEL - CAMPAGNE EST
64023B00K;868;LIMONT-CENTRE
64023B09K;41;LIMONT-HABITATIONS DISPERSEES
64023C000;735;JENEFFE-CENTRE
64023C09-;67;JENEFFE-HABITATIONS DISPERSEES
64023D000;558;HANEFFE-CENTRE
64023D01-;349;HARDUEMONT
64023D09K;47;HANEFFE-HABITATIONS DISPERSEES OUEST
64023D09L;74;HANEFFE-HABITATIONS DISPERSEES EST
64025A00-;526;FEXHE-LE-HAUT-CLOCHER-CENTRE-N
64025A01K;333;FEXHE-HAUT-CLOCHER-STATION-SUD
64025A09K;316;GOREUX-COMPAGNE OUEST
64025A10K;865;VOROUX-GOREUX
64025A11K;242;SUCRERIE
64025A20K;565;ROLOUX
64025A30K;382;NOVILLE
64025A3PN;71;GARE DE MOMALLE
64025A49K;99;FRELOUX - STRELE - VERS FOOZ
64029A00-;276;GEER-CENTRE
64029A012;115;PONCIA
64029A09K;23;GEER - CAMPAGNE
64029B00-;276;BOELHE-CENTRE
64029B09-;183;BOELHE-HABITATIONS DISPERSEES
64029B19-;8;VILLEREAU
64029C00-;619;HOLLOGNE-SUR-GEER-CENTRE
64029C09K;121;HOLLOGNE-SUR-GEER - HAB. DISP.
64029D00-;178;DARION-CENTRE
64029D09-;35;COLIA
64029E00-;380;OMAL-CENTRE
64029E01K;226;BROUK
64029E0PK;85;OMAL-HABITATION DISPERSEES
64029F00-;422;LIGNEY-CENTRE
64029F0PN;154;LIGNEY-HABITATION DISPERSEES
64029G00-;215;LENS-SAINT-SERVAIS-CENTRE
64029G09-;255;LENS-SAINT-SERVAIS-HAB. DISP.
64034A00-;924;HANNUT-CENTRE
64034A01K;1252;HANNUT STATION EST
64034A02K;661;CENTRE S-O - COUVENT STE CROIX
64034A03K;777;AISNE-CENTRE
64034A04K;415;CENTRE NORD - ABATTOIR
64034A05K;852;QUARTIER DES DAMES
64034A0AK;314;LUXEMBOURG
64034B00K;742;AVERNAS-LE-BAUDUIN-CENTRE
64034B09K;0;AVERNAS-LE-BAUDUIN-HAB. DISP.
64034C00K;475;BERTREE-CENTRE
64034C09K;100;CAMPAGNE DE BERTREE
64034D00-;622;CRAS-AVERNAS-CENTRE
64034D09K;37;CAMPAGNE DE CRAS-AVERNAS
64034E00-;395;POUCET-CENTRE
64034E09K;6;CAMPAGNE DE POUCET
64034F00-;286;ABOLENS-CENTRE
64034F09K;127;CAMPAGNE D'ABOLENS
64034G00-;281;BLEHEN-CENTRE
64034H000;1086;LENS-SAINT-REMY-CENTRE
64034H09K;39;CAMPAGNE DE BLEHEN LENS-SAINT-REMY
64034J00K;832;VILLERS-LE-PEUPLIER-CENTRE
64034J09K;76;VILLERS-LE-PEUPLIER - CAMPAGNE
64034K00K;443;CREHEN-CENTRE
64034K01K;415;CROISETTE
64034K09K;0;CREHEN-CAMPAGNE NORD
64034K09L;21;CREHEN-CAMPAGNE SUD
64034L00-;365;TROGNEE-CENTRE
64034L09K;2;TROGNEE - CAMPAGNE
64034M00-;722;AVIN-CENTRE
64034M09-;82;AVIN - HABITATIONS DISPERSEES
64034N000;437;MOXHE-CENTRE
64034N01-;245;MOHERON
64034N022;154;L'EMPEREUR
64034N091;63;MOXHE - HABITATIONS DISPERSEES
64034P00K;1235;THISNES-CENTRE
64034P01-;205;ROUTE DE JANDRAIN
64034P09K;87;THISNES-HABITATIONS DISPERSEES
64034R00-;574;MERDORP-CENTRE
64034R09-;171;MERDORP-HABITATIONS DISPERSEES
64034S00K;725;GRAND-HALLET-CENTRE
64034S09K;222;GRAND-HALLET-HABITATIONS DISP.
64034S09L;56;PETIT-HALLET-HABITATIONS DISP.
64034S09M;32;WANSIN-HABITATIONS DISP.
64034S10-;390;PETIT-HALLET
64034S20-;257;WANSIN
64047A001;1056;LINCENT-CENTRE
64047A01-;215;LINCENT - STATION
64047A022;430;LA BRUYERE
64047A09-;41;LINCENT - CAMPAGNE
64047B00-;446;PELLAINES-CENTRE
64047B09-;29;PELLAINES - HABITATIONS DISP.
64047C00K;1097;RACOUR-CENTRE
64047C09K;61;RACOUR-HABITATIONS DISPERSEES
64056A00K;1038;OREYE-CENTRE
64056A00L;308;OREYE-SUD
64056A01K;325;CLOS MARCHAL - RAMKIN
64056A09K;0;OREYE-HABITATIONS DISPERSEES SUD
64056A10K;493;OTRANGE
64056A20K;220;LENS-SUR-GEER-CENTRE
64056A21K;1;COKELETTE
64056A30K;527;GRANDVILLE-CENTRE
64056A39K;328;CAMPAGNE NORD - CHAUSSEE ROMAINE
64056A40K;612;BERGILERS-CENTRE
64056A41K;210;MALPA
6406310PK;80;QUARTIER DE LANTREMANGE
6406320PQ;46;GARE DE MOMALLE
64063A00K;870;REMICOURT-CENTRE OUEST
64063A00L;132;RUE DE POUCET
64063A00M;844;REMICOURT-CENTRE EST
64063A09K;0;LAMINE EST
64063A09L;22;REMICOURT HAB. DISP
64063B00K;588;LAMINE-CENTRE
64063B09K;0;LAMINE-OUEST
64063C00K;905;POUSSET-CENTRE
64063C0PK;0;CAMPAGNE DE POUSSET
64063D00-;1122;HODEIGE-CENTRE
64063D082;8;CAMPAGNE-EST
64063D091;0;CAMPAGNE-OUEST
64063E00K;1403;MOMALLE-CENTRE
64063E09K;2;MOMALLE - CAMPAGNE
64063ZZZZ;1;Non localisable dans un secteur
64065A00-;499;SAINT-GEORGES-CENTRE
64065A09K;900;SAINT-GEORGES - HAB. DISP.
64065A1PK;640;SUR-LES-BOIS
64065A20K;382;WARFUSEE
64065A20L;658;STOCKAY BOULEVARD DES COMBATANTS
64065A21K;1457;STOCKAY-CENTRE
64065A22K;957;STOCKAY-SUD-EST
64065A29K;51;STOCKAY ORANGERIE
64065A29L;62;STOCKAY - HAB.DISP. OUEST
64065A29M;18;STOCKAY - HAB.DISP. SUD-EST
64065A30K;515;YERNAWE-CENTRE
64065A39K;25;YERNAWE - HABITATIONS DISP.
64065A400;346;DOMMARTIN-CENTRE
64065A490;165;DOMMARTIN - HABITATIONS DISP.
64065A59-;230;TAMBOUR
64065A67K;279;LA MALLIEUE
6407410PK;64;VILS BIDARS
64074A00K;2165;WAREMME-CENTRE
64074A01K;1262;WAREMME-CENTRE EST
64074A03K;1236;QUARTIER DU PONT
64074A072;31;ZONING INDUSTRIEL
64074A0AK;514;ALOUETTES
64074A0PK;761;MOISSONS
64074A10K;287;PETIT-AXHE
64074A20K;1320;RUE DE HUY
64074A20L;340;IPES
64074A21K;1359;LONGCHAMPS ETENDU
64074A21L;275;RUE DES PRES
64074A28K;40;CAMPAGNE DES TOMBES,DE BOVENISTER, DE GERAIDMONT
64074A30K;756;CHAMPANETTE
64074A30L;799;LONGS PRES
64074B000;1065;OLEYE-CENTRE
64074B09K;204;CAMPAGNE D'OLEYE
64074C00-;526;LANTREMANGE-CENTRE
64074C09K;85;CAMPAGNE DE LANTREMANGE
64074C0PK;9;QUATRE ABIAS
64074D00K;420;BLERET-CENTRE
64074D01K;311;BLERET - ST. ELOI
64074E00K;472;BOVENISTIER-CENTRE
64074E090;67;BOVENISTIER CAMPAGNE
64074F00K;532;GRAND-AXHE
64074G00-;362;BETTINCOURT-CENTRE
64074G001;74;BETTINCOURT-CENTRE
64074G09K;30;CAMPAGNE DE BETTINCOURT
64075A00K;943;WASSEIGE-CENTRE
64075A06K;124;LE CLOS DU LAC
64075A09K;2;WASSEIGE CAMPAGNE
64075A09L;12;WASSEIGE CAMPAGNE NORD
64075B00-;319;AMBRESINAUX
64075B01-;313;LA WALOPPE
64075B09K;10;AMBRESINAUX HAB. DISP.
64075B09L;151;LA WALOPPE HAB. DISP.
64075C000;718;MEEFFE-CENTRE
64075C09K;172;MEEFFE-HABITATIONS DISPERSEES
64075D00K;406;ACOSSE-CENTRE
64075D09K;17;ACOSSE - CHAMPS
64076A00K;557;CELLES-CENTRE
64076A01-;166;TERMOGNE
64076A02K;108;SAIVE
64076A09K;19;CELLES-HABITATIONS DISPERSEES
64076A10K;406;FAIMES
64076A10L;120;LA FOLIE
64076A19K;0;FOND DE LA ROSEE - LA FOLIE
64076B00K;477;BORLEZ-CENTRE
64076B09K;185;BORLEZ - CAMPAGNE
64076C00-;792;LES WALEFFES-CENTRE
64076C09K;82;WALEFFE - CAMPAGNE
64076D00K;883;VIEMME-CENTRE
64076D09K;15;VIEMME-HABITATIONS DISPERSEES
64076E000;284;AINEFFE-CENTRE
64076E09-;98;AINEFFE-HABITATIONS DISPERSEES
71002A00K;1112;AS-DORPSKERN
71002A00L;459;STEYNERS BEMPD
71002A01K;682;UITBREIDING-OOST
71002A04K;251;OVEREINDE
71002A05K;5;NEDEREINDE
71002A08K;556;STATION
71002A09K;34;AS - OPEN RUIMTE
71002A10K;415;OELEINDERHEIDE
71002A10L;622;AS - TERHEIDE
71002A112;543;COCKERILL
71002A21K;668;AS - ZEVENHUIZEN
71002A22K;283;AS - HEIDERVELD
71002A28K;197;MOLENDEL - OVEREINDE
71002B00K;789;NIEL-BIJ-AS-DORPSKERN
71002B012;1084;DENNENGAARDE
71002B08K;474;NIEL - OPEN RUIMTE
71002B09K;122;BOSBEEK
71002ZZZZ;2;Non localisable dans un secteur
7100410PK;84;(BERINGEN) LOCHTEMAN
7100410PL;5;(BERINGEN) INDUSTRIEZONE - BERINGEN-ZUID
71004A00K;2102;(BERINGEN) BERINGEN-CENTRUM
71004A01K;746;(BERINGEN) MAASHEIDE - BROEKHOVEN
71004A02K;942;(BERINGEN) COMMELO
71004A03K;741;(BERINGEN) MOLENVELD
71004A04K;1639;(BERINGEN) KOLMEN
71004A07K;38;(BERINGEN) INDUSTRIEZONE - BERINGEN-NOORD
71004A08K;522;(BERINGEN) MUIZENHEIDE
71004A21K;2358;(BERINGEN-MIJN) KRUISBAAN
71004B00K;1304;(PAAL) PAAL-CENTRUM
71004B01K;1708;(PAAL) DRIES
71004B02K;1708;(PAAL) MEELBERG
71004B02L;2;(PAAL) KMO-ZONE DE WEVEN
71004B03K;794;(PAAL) GEENHOUT
71004B04K;344;(PAAL) PATERSVELD
71004B05K;976;(PAAL) STEENBERG
71004B08-;163;(PAAL) BROEKKANT
71004B09K;142;(PAAL) BUSSELBERG
71004B10K;2030;(TERVANT) TERVANT
71004B11K;259;(TERVANT) KMO-ZONE ZWANENBERG
71004B11L;197;(TERVANT) KATERMEER
71004B17-;3;(TERVANT) INDUSTRIEZONE RAVENSHOUT
71004B18K;110;(TERVANT) OELEN
71004B19-;17;(TERVANT) SCHANS
71004B20K;806;(PAAL) BRELAAR
71004B22K;869;(PAAL) KLITSBERG
71004B29K;87;(PAAL) BRELAARHEIDE
71004B29L;274;(PAAL) PAALSE PLAS
71004B31K;672;(TERVANT) TERVANTERHEIDE
71004B37K;0;(TERVANT) INDUSTRIEZONE RAVENSHOUT-NOORD
71004C00K;1385;(KOERSEL) KOERSEL-CENTRUM
71004C01K;814;(KOERSEL) VURTEN
71004C02K;1651;(KOERSEL) SCHRIKHEIDE-OOST
71004C03K;1082;(KOERSEL) SCHRIKHEIDE-WEST
71004C04K;819;(KOERSEL) CORSALA
71004C05K;1502;(KOERSEL) SCHOM
71004C08K;282;(KOERSEL) ZWARTE BEEK
71004C08L;0;(KOERSEL) HOKSELAAR
71004C11K;605;(KOERSEL) AAN DE STEENHOVEN
71004C12K;1047;(KOERSEL) PANNENWINNING
71004C132;255;(KOERSEL) FONTEINTJE
71004C191;37;(KOERSEL) KOERSELHEIDE
71004C20K;1515;(BERINGEN-MIJN) TUINWIJK - NIEUWE CITÉ
71004C2MK;88;(BERINGEN-MIJN) KOOLMIJN
